# Gilli et al., 2005, A&A, 430, 811
# Table 2, "AGN" rows from CDF S&N
# z_lo	z  	z_hi  	 r0	   r0_plus  ro_minus	gamma	plus	minus
0.83	   	0.84 0.85	   	 10.3   1.7	1.7			1.33		0.14	0.14
0.95 	0.96 0.97    	 5.5     0.6   	0.6			1.50		0.12	0.12
#
# Gilli 08 data, XMM-COSMOS, using "550 AGN"
# Ref: THE X-RAY UNIVERSE 2008 conference, XMM-Newton SOC, 27-30 May 2008
# Granada, Spain, xru2008-abstractbook_v1.4.pdf
0.99 1.00 1.01	   8.3    0.4	1.89	   0.07
#
# Miyaji et al., 2007, Ap


