    0.10       1.4083
    0.30       1.6204
    0.50       1.9140
    0.70       2.2922
    0.90       2.7546
    1.10       3.2986
    1.30       3.9212
    1.50       4.6188
    1.70       5.3883
    1.90       6.2258
    2.10       7.1291
    2.30       8.0954
    2.50       9.1224
    2.70      10.2077
    2.90      11.3496
    3.10      12.5463
    3.30      13.7962
    3.50      15.0978
    3.70      16.4498
    3.90      17.8509
    4.10      19.3001
    4.30      20.7962
    4.50      22.3382
    4.70      23.9253
    4.90      25.5565
    5.10      27.2310
    5.30      28.9480
    5.50      30.7070
    5.70      32.5069
    5.90      34.3474
    6.10      36.2276
    6.30      38.1472
    6.50      40.1053
    6.70      42.1016
    6.90      44.1355
