 0.038605 15.298476 1.1986
 0.498193 13.992627 1.2721
 0.569259 13.821206 1.2716
 1.248283 16.040291 1.148
 1.725571 14.192534 1.2987
 1.871571 14.969759 1.1379
 1.951213 15.296132 1.2398
 2.255758 15.663327 1.2436
 2.958042 16.060585 1.1961
 3.325281 15.73818 1.271
 3.485419 15.558568 1.2615
 3.651376 15.658226 1.1868
 4.179453 15.072399 1.2572
 5.347934 13.914766 1.1719
 6.411379 14.60565 1.3114
 6.53275 16.056601 1.2586
 6.838352 14.649596 1.309
 7.001226 15.273474 1.2159
 56.58744 -0.176708 1.1456
 57.746559 -0.13716 1.1628
 57.912125 -0.225626 1.17
 57.917011 0.175593 1.2373
 58.175491 0.218701 1.1626
 111.59703 42.61639 1.2704
 111.62067 43.927475 1.1907
 111.9995 42.559525 1.2051
 112.16334 38.560108 1.3117
 112.25335 39.837486 1.1668
 112.59923 44.92984 1.2481
 112.60454 39.752411 1.1467
 112.74738 40.814823 1.1613
 112.89059 41.005245 1.3123
 113.05856 45.498722 1.1677
 113.35467 42.154594 1.1346
 113.61572 43.470963 1.2054
 113.66818 28.846937 1.219
 113.82056 28.668444 1.2681
 113.84946 28.096424 1.1762
 113.9606 47.346115 1.2505
 114.01285 46.412083 1.2754
 114.03796 44.640366 1.276
 114.21091 40.298332 1.2277
 114.31982 28.285309 1.3111
 114.33054 45.091339 1.2276
 114.34415 41.21909 1.216
 114.4595 28.608398 1.2147
 114.79501 47.306946 1.2045
 114.85953 22.606134 1.2062
 114.94089 45.362049 1.2501
 115.14601 42.8638 1.2984
 115.24643 43.402287 1.2662
 115.35709 43.911163 1.156
 115.41104 27.84742 1.1907
 115.58819 24.140615 1.1971
 115.61597 29.00013 1.132
 115.70812 31.315577 1.2274
 115.74822 22.834267 1.1826
 115.74999 48.984371 1.2473
 115.82889 45.666985 1.2806
 115.84048 28.644686 1.165
 115.88387 19.661606 1.3006
 116.00636 32.352386 1.2099
 116.04585 48.381622 1.2773
 116.21405 29.335001 1.1841
 116.21998 31.48291 1.1754
 116.27466 26.236046 1.2227
 116.27775 45.838779 1.2854
 116.3016 32.423512 1.2383
 116.30726 31.715906 1.274
 116.325 25.064354 1.2196
 116.38063 18.347757 1.1938
 116.39235 19.854364 1.1333
 116.45628 45.822224 1.287
 116.58415 32.825291 1.1503
 116.65846 22.043354 1.2431
 116.71792 29.859949 1.1738
 116.9587 26.580147 1.2538
 117.00602 21.893047 1.2346
 117.05214 47.747139 1.252
 117.13536 23.106705 1.1796
 117.30225 30.031017 1.1396
 117.4535 21.15424 1.2768
 117.52416 14.921927 1.1873
 117.63639 19.018324 1.3188
 117.66067 27.242117 1.2712
 117.68287 20.164337 1.1396
 117.69305 34.845554 1.3185
 117.70237 20.659142 1.3002
 117.8437 19.102306 1.31
 117.85291 19.792511 1.1682
 117.87412 46.958115 1.3098
 117.89948 19.90579 1.2925
 117.91734 34.117836 1.1897
 118.02293 46.061497 1.1903
 118.04048 31.980661 1.2073
 118.20101 17.278818 1.2587
 118.31361 18.770393 1.2366
 118.32766 33.908283 1.2247
 118.36382 31.53229 1.2289
 118.37148 52.084335 1.1582
 118.4099 51.308163 1.2862
 118.41213 52.977005 1.2615
 118.64765 47.928043 1.2971
 118.71664 26.156792 1.1935
 118.75098 32.601406 1.2682
 118.80151 18.351501 1.3099
 118.85626 17.476826 1.2881
 118.88277 28.6658 1.2869
 118.94315 26.103291 1.193
 118.97912 32.573948 1.2069
 118.9907 49.213856 1.2162
 119.00158 28.740583 1.2813
 119.00774 51.156425 1.2052
 119.14528 26.114162 1.1971
 119.15598 18.354315 1.2949
 119.25732 17.725645 1.2358
 119.26895 15.857414 1.3093
 119.27521 17.923725 1.1587
 119.28249 49.929474 1.2337
 119.39127 23.555239 1.3138
 119.41843 17.643316 1.3182
 119.43084 17.340458 1.2751
 119.43771 21.92053 1.2395
 119.48177 47.347363 1.2452
 119.55037 16.102804 1.2305
 119.64844 21.964472 1.1488
 119.66462 32.246685 1.2485
 119.69217 18.615154 1.1866
 119.70404 19.202765 1.3187
 119.76337 18.394211 1.2122
 119.78604 24.471287 1.1384
 119.81405 25.664389 1.1919
 119.81698 21.080383 1.158
 119.84851 25.65589 1.1859
 119.96995 29.573437 1.2963
 119.97755 50.996658 1.1701
 119.99483 25.077328 1.178
 120.00293 48.206062 1.193
 120.01894 18.826427 1.292
 120.02839 33.543877 1.1571
 120.06277 19.733242 1.2725
 120.10204 16.505804 1.2606
 120.11453 33.13805 1.3144
 120.271 18.832365 1.2992
 120.31216 50.433605 1.274
 120.3608 37.444202 1.2736
 120.49346 36.67601 1.1496
 120.53713 37.198593 1.2445
 120.53723 36.07159 1.2019
 120.55667 34.023743 1.2028
 120.59988 31.64995 1.2364
 120.6437 31.201921 1.1827
 120.6632 21.608635 1.2804
 120.79936 33.987782 1.1581
 120.80934 30.398228 1.2706
 120.84457 49.788857 1.1769
 120.8749 55.438599 1.2976
 120.98688 36.956642 1.2349
 121.03753 34.728535 1.2639
 121.10408 27.723131 1.2204
 121.15677 26.913481 1.1712
 121.19826 32.466702 1.2498
 121.21102 23.809393 1.2051
 121.25284 23.25239 1.1869
 121.25478 52.6171 1.2686
 121.36442 38.465889 1.1903
 121.38841 19.680981 1.1881
 121.40597 37.073547 1.2285
 121.4236 25.993904 1.1876
 121.4742 24.58984 1.1556
 121.49762 29.087112 1.2019
 121.51135 34.609402 1.1368
 121.51563 51.304501 1.1401
 121.5425 28.443066 1.2939
 121.54627 31.570744 1.2595
 121.55432 21.020144 1.2757
 121.56419 28.701773 1.279
 121.67641 19.969988 1.1997
 121.74262 27.580002 1.2433
 121.75422 51.29409 1.1364
 121.88236 21.298429 1.1945
 121.8999 30.795507 1.2548
 121.91029 17.936703 1.157
 121.91335 17.33135 1.3195
 121.93845 54.899361 1.166
 122.05954 19.29476 1.3146
 122.15622 28.426954 1.2305
 122.17853 52.929199 1.2539
 122.23084 17.591694 1.1404
 122.39039 24.295094 1.1552
 122.4174 20.039839 1.2344
 122.42406 34.581593 1.2926
 122.44737 28.833357 1.2341
 122.45994 33.713829 1.1742
 122.47638 20.370209 1.2247
 122.49429 51.855453 1.2886
 122.51122 50.427422 1.2056
 122.54504 32.657883 1.2336
 122.55021 18.110264 1.286
 122.65033 57.454403 1.1498
 122.71211 35.141323 1.2373
 122.72482 35.373524 1.3044
 122.7437 21.36594 1.2024
 122.78118 5.356408 1.1553
 122.8893 6.932828 1.2657
 122.92123 22.516624 1.1981
 122.9762 20.363573 1.2464
 123.06791 26.604246 1.2268
 123.16682 19.713358 1.189
 123.16701 30.519281 1.3117
 123.21168 52.425232 1.1518
 123.23 34.730263 1.2324
 123.30019 29.108864 1.1576
 123.50912 22.828245 1.2925
 123.5481 3.783677 1.2528
 123.57869 31.725256 1.2105
 123.66782 31.778542 1.1525
 123.70526 4.055576 1.2566
 123.73614 32.613708 1.2998
 123.76048 26.467854 1.2861
 123.81234 29.596689 1.2456
 123.89529 25.999926 1.1864
 123.99264 35.176834 1.2727
 124.00006 5.895243 1.1922
 124.03645 30.741669 1.1738
 124.10304 32.824703 1.2589
 124.1822 18.150951 1.3094
 124.1997 39.937298 1.2018
 124.25767 56.626453 1.1899
 124.30187 34.427631 1.1445
 124.31401 30.238895 1.2309
 124.33144 33.552372 1.2159
 124.33907 34.862869 1.1603
 124.4128 29.258549 1.2533
 124.45789 52.635639 1.3067
 124.52813 39.053062 1.2403
 124.60927 18.467459 1.2463
 124.63218 24.311312 1.3189
 124.69976 36.175312 1.2198
 124.71058 41.649487 1.2566
 124.85474 38.711918 1.2546
 124.94307 40.333614 1.2918
 125.00112 6.961686 1.2337
 125.01905 4.080051 1.2606
 125.0633 53.360245 1.2017
 125.13087 55.931107 1.2484
 125.20737 29.665552 1.229
 125.21793 7.92629 1.1328
 125.21932 40.255947 1.1609
 125.26454 40.150948 1.2293
 125.26878 55.053925 1.213
 125.32306 40.470222 1.2191
 125.40668 22.388685 1.3086
 125.43359 25.182629 1.1913
 125.44333 56.442268 1.1581
 125.52316 54.436832 1.2198
 125.547 21.374666 1.3046
 125.55311 36.284603 1.2175
 125.58498 53.916973 1.2321
 125.62183 6.334585 1.2479
 125.63341 27.791828 1.2845
 125.63515 42.100937 1.1571
 125.78968 26.840839 1.2995
 125.80752 21.911354 1.2907
 125.86253 38.175598 1.2389
 125.92625 20.64937 1.2498
 125.93475 34.794804 1.1737
 125.96191 54.734108 1.3135
 125.99146 35.095783 1.2288
 126.00356 7.103899 1.289
 126.03891 34.260414 1.2176
 126.11504 22.705647 1.3096
 126.16488 42.603008 1.2839
 126.19568 35.311909 1.1557
 126.23118 39.278309 1.2156
 126.23122 34.95789 1.2011
 126.25188 31.542233 1.2607
 126.2973 32.485504 1.1391
 126.36874 28.554451 1.3012
 126.39186 24.868685 1.1971
 126.41554 37.881157 1.311
 126.43642 4.570754 1.2004
 126.43739 32.967461 1.2171
 126.5071 25.924458 1.2298
 126.58273 34.292465 1.2937
 126.64799 22.182301 1.2348
 126.7447 25.757412 1.1984
 126.99462 31.960264 1.1435
 127.01324 8.732206 1.2874
 127.11486 21.245785 1.1545
 127.15631 3.45437 1.3189
 127.22176 43.904522 1.2335
 127.38991 26.109571 1.3095
 127.39644 41.937489 1.2516
 127.41645 22.33675 1.2622
 127.4626 6.035661 1.1425
 127.49048 8.028588 1.2511
 127.53667 6.277246 1.3024
 127.55563 33.711311 1.2944
 127.61747 30.081097 1.2354
 127.6507 25.877851 1.2374
 127.66063 31.675476 1.1789
 127.71225 29.849888 1.2347
 127.734 6.40357 1.2632
 127.89401 41.848614 1.1558
 127.90379 3.904223 1.1326
 127.91084 26.43409 1.1624
 127.93542 21.634991 1.2826
 127.94069 34.945869 1.2177
 127.95776 21.283384 1.2597
 127.99081 36.598068 1.1599
 128.03981 30.284746 1.3034
 128.08366 24.516827 1.3025
 128.13493 43.051735 1.3088
 128.23146 24.659933 1.3107
 128.2522 21.425173 1.3072
 128.27698 39.031776 1.2413
 128.36581 4.260531 1.2926
 128.41866 8.025309 1.316
 128.45651 23.469189 1.158
 128.48132 44.023949 1.2522
 128.51622 8.031557 1.2759
 128.52263 41.268787 1.1779
 128.53537 7.616436 1.2403
 128.5761 35.79073 1.3091
 128.58614 32.560772 1.2462
 128.85384 39.08083 1.2552
 128.8904 33.994396 1.27
 128.92923 25.183952 1.1855
 128.94943 41.839119 1.2744
 129.15369 41.431866 1.301
 129.15497 32.798004 1.2977
 129.20439 30.187292 1.2683
 129.20909 34.324417 1.2342
 129.29225 35.010624 1.2768
 129.32808 32.639465 1.1556
 129.36028 37.861832 1.1739
 129.38414 45.027714 1.1376
 129.38579 31.920864 1.1375
 129.52327 39.98703 1.2491
 129.524 8.688222 1.2411
 129.55263 30.315809 1.2773
 129.58557 27.667461 1.308
 129.66007 6.430202 1.1744
 129.67879 34.934399 1.2704
 129.69856 31.704994 1.3047
 129.73932 27.950529 1.211
 129.74345 22.164177 1.2267
 129.79599 38.651585 1.2091
 129.83035 41.207634 1.3053
 129.90768 22.661299 1.304
 129.96564 29.471729 1.1356
 129.97378 7.2498 1.214
