-0.15        0.707946     21.55094263 ***************           2.           2.          42.   23.0687203932   20.0000000000        0.08869
-0.05        0.891251     14.03396175 ***************           2.           3.          78.   12.3049278366   16.3333333333        0.13303
 0.15        1.412538      3.51018853 4.5101885260689           2.          10.         358.    2.5812043978    6.1600000000        0.44344
 0.25        1.778279      3.83234485 2.7899555995948           6.          28.         644.    3.7770454873    3.9285714286        1.24163
 0.35        2.238721      4.74023994 2.1696067647264          14.          55.        1194.    4.8852818257    4.5259504132        2.43892
 0.45        2.818383      1.50566029 1.1205653484033          10.          90.        2514.    1.4082261184    2.1037037037        3.99096
 0.55        3.548134      2.70066751 0.9251668771423          32.         195.        4982.    2.5011185883    3.1926101249        8.64709
 0.65        4.466835      2.85898484 0.6821785863557          64.         374.       10124.    2.5486740199    3.6322171066       16.58467
 0.75        5.623413      1.16538544 0.3660169431693          70.         729.       20082.    1.1353887357    1.6451478151       32.32681
 0.85        7.079458      0.86322542 0.2347443384786         126.        1525.       38948.    0.8792311975    1.1101630744       67.62467
 0.95        8.912509      0.79997790 0.1622985415287         246.        3082.       77744.    0.8211831518    1.0134308566      136.66834
 1.05       11.220183      0.64101361 0.1103865207308         442.        6074.      153500.    0.6796615303    0.8389972254      269.34573
 1.15       14.125375      0.26033972 0.0692745363269         662.       11845.      304790.    0.3517666854    0.4380983012      525.25521
 1.25       17.782795      0.23595070 0.0481458035936        1318.       24048.      602000.    0.3117146031    0.3719995693     1066.38558
 1.35       22.387213      0.20294791 0.0340245048779        2500.       46866.     1183972.    0.2885115350    0.3476144654     2078.22798
 1.45       28.183832      0.08113688 0.0228380886854        4482.       93488.     2325940.    0.1671383188    0.1927752576     4145.63602
 1.55       35.481335      0.03264190 0.0159511100261        8382.      183047.     4565518.    0.1253696759    0.1421219675     8117.04429
 1.65       44.668358      0.01839393 0.0113224794837       16180.      358284.     8947226.    0.1135771534    0.1277480799    15887.76158
 1.75       56.234131     -0.00626487 0.0079955542000       30894.      701081.    17451540.    0.0883850266    0.0969112845    31088.76695
 1.85       70.794579     -0.00967043 0.0057243527723       59860.     1363081.    33970480.    0.0863826960    0.0944478377    60444.52431
 1.95       89.125107     -0.01403480 0.0041058011028      115334.     2637913.    65939470.    0.0851864769    0.0929036345   116975.73105
 2.05      112.201836     -0.02491881 0.0029403546645      219944.     5086699.   127396854.    0.0771491877    0.0829259071   225564.80602
 2.15      141.253784     -0.03476052 0.0021130980013      417312.     9749683.   245139756.    0.0719288008    0.0762015967   432340.37529
 2.25      177.827942     -0.04339603 0.0015229863610      789046.    18600938.   469265038.    0.0673245879    0.0701652165   824840.81951
 2.35      223.872070     -0.05102544 0.0011023392805     1482206.    35222380.   892183864.    0.0642878618    0.0659222676  1561902.78062
 2.45      281.838318     -0.05820140 0.0008017116248     2760004.    66087051.  1681035886.    0.0618497005    0.0623165575  2930567.12011
 2.55      354.813354     -0.06644981 0.0005860431549     5075118.   122595117.  3131963036.    0.0586271566    0.0575877877  5436363.30461
 2.65      446.683685     -0.07315954 0.0004316837341     9219526.   224320162.  5753812842.    0.0565007269    0.0542113915  9947263.21099
 2.75      562.341309     -0.07825192 0.0003209901716    16491912.   403481352. 10377356454.    0.0545867750    0.0512616184 17891994.96508
 2.85      707.945618     -0.08382985 0.0002411873260    28858470.   710332796. 18294071086.    0.0509757416    0.0463089292 31499029.00485
 2.95      891.251038     -0.08821834 0.0001836459640    49300228.  1219334252. 31374517060.    0.0462677607    0.0403522963 54070212.14090
 3.05     1122.018311     -0.08953110 0.0001422166232    81970862.  2030294726. 51949869748.    0.0397618532    0.0330605855 90031479.36122
 3.15     1412.537842     -0.08483743 0.0001124955064   132359814.  3261539157. 82317760656.    0.0306995623    0.0242465315 **************
 3.25     1778.279419     -0.06912354 0.0000915358007   206838852.  5010773505. ************    0.0190866222    0.0145869740 **************
 3.35     2238.720703     -0.04706654 0.0000775720960   301817274.  7142433699. ************    0.0018347546   -0.0003812043 **************
 3.45     2818.383301     -0.02106712 0.0000726136159   363496056.  8373586011. ************   -0.0195757237   -0.0196351743 **************
 3.55     3548.133545      0.03594943 0.0000832285472   309857836.  6745103620. ************   -0.0325281037   -0.0327550073 **************
 3.65     4466.836914      0.11301335 0.0001015781612   240120946.  4865129153. 94994889962.   -0.0244149674   -0.0363007033 **************
 3.75     5623.413086      0.15982332 0.0001266792885   167649568.  3259682507. 60734032456.   -0.0169006090   -0.0417386935 **************
 3.85     7079.456055      0.27906471 0.0002628504134    47358474.   834968100. 14268450642.    0.0486199250   -0.0307523647 37025862.45226
 3.95     8912.510742      1.44667775 0.0233728205326       21916.      201999.     1839056.    2.1064028477   -0.0122255084     8957.45261
