    0.0386050      15.2985      1.19860      2746.40
    0.0475470      14.9294     0.459600      1253.06
     0.100116      15.3348     0.988500      2380.21
     0.223831      15.1103      1.41110      3077.88
     0.316675      14.1897     0.403700      1114.57
     0.331834      15.8080      1.92420      3747.48
     0.380933      14.7696     0.530400      1422.90
     0.386795      14.9356     0.398900      1102.50
     0.414274      15.4400      1.78970      3587.51
     0.422646     0.398993     0.934700      2279.63
     0.498193      13.9926      1.27210      2865.20
     0.536801    -0.295183     0.651900      1700.11
     0.569259      13.8212      1.27160      2864.41
     0.590861      15.2485      1.82350      3628.65
     0.593639   -0.0787540     0.810400      2035.77
     0.608750    0.0969810      1.65120      3411.88
     0.627969     0.833065      1.35270      2990.37
     0.692454      15.9989     0.374000      1039.40
     0.816699     -9.99771      1.42840      3103.30
     0.892123      15.4650     0.900700      2214.54
     0.925351      15.6080      1.56820      3300.88
      1.02271      14.3311     0.791700      1997.64
      1.02655     -10.6376      1.26860      2859.65
      1.08761    -0.567536      1.46030      3149.61
      1.09291     -9.03872      1.85880      3670.94
      1.12938     -10.1538     0.452100      1234.71
      1.14173     -10.0812      1.01970      2437.22
      1.17579   0.00648200      1.00770      2415.41
      1.19049     0.379172     0.496600      1342.59
      1.19915     -10.8153     0.884500      2183.11
      1.20168     -10.0315     0.888400      2190.70
      1.22741     -10.7084      1.12790      2627.72
      1.27941     -10.1691      1.29540      2901.92
      1.29515     -9.42637      1.86650      3680.07
      1.29534     -9.23336      1.54380      3267.37
      1.57614     -10.1019     0.718600      1844.86
      1.62205     -9.59748      1.75820      3548.57
      1.70308     -9.67693      1.83500      3642.50
      2.06023      15.1630      1.03240      2460.16
      2.12408    -0.117824      1.64810      3407.81
      2.17795      14.6857     0.739400      1888.94
      2.25576      15.6633      1.24360      2819.68
      2.26841    -0.725787      1.82860      3634.80
      2.27086      14.2080      1.51800      3231.51
      2.43945     0.226963     0.697600      1799.84
      2.50851     0.706831      1.21160      2767.75
      2.51235     -1.01868     0.554200      1478.61
      2.54180     0.857401     0.387000      1072.44
      2.57297     -10.0441      1.81900      3623.21
      2.57417      1.08076      1.81800      3622.00
      2.57615      14.5608     0.901100      2215.32
      2.57737    -0.969552     0.626900      1644.52
      2.60092      15.5587     0.728500      1865.90
      2.62465     -10.1960      1.75160      3540.34
      2.62731      1.00168     0.378000      1049.59
      2.63892     -9.91479      1.55000      3275.92
      2.64423     -9.95661      2.02940      3865.93
      2.69777     0.316777     0.748100      1907.24
      2.70544     -9.65178      1.50210      3209.18
      2.71231    -0.525903      2.05300      3891.75
      2.72318     0.111925      1.87340      3688.22
      2.77021     -9.39940     0.696000      1796.39
      2.77747     -9.47088      1.12930      2630.11
      2.78662      15.6812     0.380600      1056.20
      2.79639      15.1764      1.73160      3515.24
      2.87008      15.2839      1.36300      3005.99
      2.87577     -10.3983     0.337600      945.763
      2.87667     0.964393      1.49150      3194.19
