# Constantin & Vogeley, 2006, ApJ, 650, 727
# THE CLUSTERING OF LOW-LUMINOSITY ACTIVE GALACTIC NUCLEI
# 
# z_min	  z_mean    zmax      s0 s0plus s0minus	gamma	gammaplus	gammamin
0.005	  0.1	     	    0.3    5.67	 0.62 0.62 	1.56 0.17 0.17
0.005	  0.1 	    0.3    5.67     0.62 0.62  	1.56 0.17 0.17
