 0.07943282 -1.1 -18.539857864379883 0. 0. 3. -18.539857864379883 -574.8190314999365
 0.12589255 -0.9 -37.50265073776245 0. 0. 4. -37.50265073776245 NaN
 0.19952624 -0.7 -29.383712768554688 0. 0. 2. -29.383712768554688 -127.3514619856456
 0.31622776 -0.5 -75.95372772216797 0. 0. 3. -75.95372772216797 -96.28411898706491
 0.5011872 -0.3 -95.23167085647583 0. 0. 20. -95.23167085647583 NaN
 0.7943282 -0.1 -118.22930812835693 0. 0. 54. -118.22930812835693 -146.951937729575
 1.2589254 0.1 -124.19145202636719 0. 0. 123. -124.19145202636719 -138.19914485213067
 1.9952624 0.3 95.36075218494895 86.89142417261097 12. 291. 119.84833872143219 63.08330907337083
 3.1622777 0.5 -24.25165171788425 3.838188939609616 14. 788. -30.43112046687868 -39.92548939780979
 5.0118723 0.7 9.320197198418834 8.174938680460652 60. 1906. 4.895898037601828 8.610016163429643
 7.943282 0.9 34.135547369835336 21.81936124150403 172. 4676. 36.77021212841425 33.677985353475684
 12.589254 1.1 9.841662569615142 19.365895518905194 374. 11825. 10.307119716618413 7.3774749430793936
 19.952621 1.3 8.76629150532202 12.74636032792024 890. 29178. 9.467916598543583 9.765449062233456
 31.622776 1.5 1.4699387018613006 4.877235978759142 2360. 72152. 0.8176025159829168 0.7469278508719475
 50.11873 1.7 -5.760051906996673 4.3204372917058835 5384. 176014. -6.647370864075604 -6.778467300360006
 79.432816 1.9 4.001258052743121 2.21636003831052 13390. 418701. 3.343277880115242 3.4113191520983968
 125.89252 2.1 -1.5332793219969418 1.7401039477750584 30246. 973848. -2.1124167948363572 -2.129051761619389
