 88 87 0.579626 0.375821 0.587986332878216 0.363711674537553
 109 108 0.763851 0.172121 0.763734145012795 0.158102559304592
 119 122 0.861154 0.19922 0.868366917943142 0.207243073933374
 175 166 1.25225 1.039129 1.25351064059548 1.05094712169885
 176 165 1.253511 1.050947 1.25225012074685 1.03912871882397
 325 317 2.330271 15.398644 2.32124198407274 15.3926581748534
 471 435 3.24121 1.257795 3.23855503480012 1.25759710574943
 568 533 3.951075 0.140881 3.9390021604264 0.139619758909482
 579 545 4.0462 -0.253447 4.05673730736041 -0.258451618211122
 605 570 4.2375 0.925596 4.24066831576322 0.937446057227297
 606 568 4.240668 0.937446 4.23749973461098 0.9255962610768
 612 578 4.298178 -0.412673 4.30583013862403 -0.413493043745323
 616 576 4.30583 -0.413493 4.29817750274288 -0.412673550208133
 810 181794 5.597055 -9.284033 5.59194888910268 -9.27999508234651
 939 181891 6.404694 15.734003 6.40664186127881 15.7246747203418
 994 181934 6.822433 0.623205 6.81619522478667 0.629886209750593
 1115 182029 7.562513 1.224645 7.5579717769331 1.23477217361906
 1252 182129 8.457784 15.770359 8.45613749013761 15.776943933738
 1532 182350 10.077824 0.923872 10.0759044660764 0.925263017145716
 1659 182452 10.797859 -10.073684 10.7907494224929 -10.0785087896897
 1663 182459 10.818774 0.179209 10.8202427201046 0.169026494494094
 1689 182474 10.928317 0.811596 10.9283207115151 0.825282440765805
 1710 182486 11.058516 -0.706243 11.065936498819 -0.717535286042516
 1839 182589 11.818076 -0.597299 11.8162061131863 -0.612225614037039
 1866 182608 11.991157 14.795758 11.9885721480314 14.7949852576062
 1925 182652 12.332026 -0.175432 12.3471619039271 -0.174390536643281
 2087 182789 13.295204 0.50713 13.2877554481472 0.51109585617468
 2206 182899 14.154624 -0.447207 14.1411603116006 -0.440356914948331
 2335 183010 14.956159 16.036054 14.9538638085147 16.026011299161
 2461 183144 15.95058 15.032588 15.9553894830764 15.0285221162647
 2464 183143 15.955389 15.028522 15.9505792872352 15.0325881507358
 2714 183402 17.955846 14.037708 17.9586348445548 14.0281633457197
 2939 183593 19.491637 0.351146 19.4951537128181 0.339293604006588
 3001 183643 19.89705 -0.342659 19.8937898442283 -0.346967617203157
 3019 183660 20.042148 0.385636 20.0535978622281 0.377368404972564
 3060 183689 20.260877 -0.466256 20.2527086576113 -0.4625146368181
 3316 183891 21.961783 -0.229591 21.9513087807032 -0.225851396634878
 3434 183963 22.680888 -0.126478 22.6923620940248 -0.133574421967191
 3483 183997 23.004548 0.390184 22.9963479378281 0.386584272560114
 3495 184017 23.118222 -0.791924 23.1286318399805 -0.781371988466493
 3546 184057 23.394138 13.541407 23.3918786495256 13.5296609124586
 3624 184124 23.753442 -0.681775 23.7504003517651 -0.687062759052004
 3664 184151 23.981111 0.656779 23.9828649755736 0.67133966741771
 3665 184150 23.982865 0.67134 23.9811105665972 0.656778376782245
 3876 184326 25.346002 -0.406133 25.3588582415668 -0.405970344041089
 4056 184467 26.468883 0.864341 26.4628672320449 0.856998916416233
 4082 184490 26.634688 0.265856 26.6289771960494 0.258788073272536
 4173 184563 27.322771 -0.366253 27.3212766707277 -0.361578019971427
 4199 184590 27.490228 -10.334462 27.4781636504789 -10.3261476209252
 4241 184630 27.753188 0.94303 27.7576845544091 0.942136872757441
 4297 184697 28.163815 -7.987164 28.163246444171 -7.97919049986912
 4311 184710 28.211802 -0.905418 28.2242402920312 -0.902099041945121
 4538 184888 29.573261 -10.051137 29.5738666942814 -10.06104665982
 4539 184887 29.573867 -10.061047 29.5732613299639 -10.0511373636924
 4600 184937 29.925832 14.179496 29.9395710163389 14.1732426286266
 4623 184955 30.051868 -8.236764 30.0659179799341 -8.24217623351391
 5063 185298 32.807566 0.529455 32.8182122438329 0.524509608971291
 5080 185316 32.906869 0.415958 32.8993687159734 0.409734568301021
 5407 185523 34.972019 -1.007025 34.9826095225888 -1.01795745777086
 5416 185526 35.034344 -0.116336 35.0469604340937 -0.11007932841941
 5476 185566 35.494913 -0.179005 35.4951593083539 -0.181278160453341
 5528 185596 35.790448 -9.534784 35.7931474545957 -9.54009730843184
 5591 185636 36.271105 0.292578 36.2836409353216 0.285343100463532
 5620 185646 36.478641 0.92127 36.4785546242181 0.914417409165105
 5697 185677 37.018183 1.116371 37.016765621842 1.10209497279752
 5704 185682 37.067493 -9.70945 37.0613912739038 -9.69870349411316
 5786 185734 37.675448 1.221153 37.6872155121921 1.21278414904226
 5794 185739 37.741322 -0.503998 37.7433173926592 -0.5116055169713
 5795 185738 37.743317 -0.511605 37.7413215580939 -0.503997936127681
 5863 185784 38.128882 0.241342 38.1251310964895 0.233678175364448
 5899 185815 38.347368 -8.897705 38.3579923917303 -8.90396736992234
 5901 185812 38.357992 -8.903968 38.3473680056166 -8.8977050349723
 5990 185854 38.977603 -7.634441 38.9713077456949 -7.63896621491158
 6005 185869 39.118735 1.216322 39.1303669863879 1.21224753366957
 6163 185950 40.164863 0.424168 40.1721664234215 0.413155384341941
 6288 186037 40.946314 -0.830394 40.9585439036514 -0.83357619936539
 6384 186084 41.509772 -0.53933 41.5153349860916 -0.536597952303441
 6406 186104 41.656273 -0.154953 41.6484399078657 -0.147384576934314
 6541 186192 42.665939 -0.797109 42.6611898258925 -0.794213711893693
 6568 186212 42.848897 -8.738617 42.8593905759854 -8.72903886958058
 6576 186218 42.937909 -0.777716 42.9522389838319 -0.777150326611319
 6648 186261 43.389766 0.276192 43.383053853978 0.27352342414247
 6736 186306 44.010693 0.882058 43.9996224024864 0.886533922908826
