 9520 193309 115.845828 21.415761 115.853687539256 21.4232727229147 2
 9564 193573 115.987792 30.128527 115.997862625996 30.1348868663597 2
 9643 194065 116.251036 29.45075 116.243967708322 29.4506424132824 2
 9643 194075 116.251036 29.45075 116.245534433284 29.4457718311202 3
 9643 194118 116.251036 29.45075 116.259401953258 29.4405243193987 4
 9918 196671 116.995945 43.301521 116.998634013358 43.3031794224106 2
 9919 196662 116.998588 43.303222 116.995984811972 43.3014723207429 2
 10236 198482 117.794151 37.49728 117.791632518877 37.4838439220413 2
 10402 199216 118.180884 21.050319 118.189089910328 21.0589563404815 2
 10792 200819 119.05702 39.253733 119.062223190633 39.2499505008629 2
 12777 7478 123.670353 21.488754 123.674676191288 21.4884771029509 2
 13082 9034 124.457892 52.63564 124.472829543263 52.6338804248001 2
 13847 11882 126.16597 23.955654 126.169231668279 23.9527546349888 2
 13848 11877 126.169223 23.952759 126.165972753036 23.9556477024341 2
 13956 12317 126.432865 46.385625 126.437973290249 46.3750321499369 2
 14438 14163 127.642085 7.28227 127.643675638384 7.2774864766435 2
 14693 14950 128.129678 29.347908 128.13869242605 29.3440529372395 2
 14829 15331 128.390255 23.828781 128.378196051473 23.8323148895447 2
 15051 16058 128.849882 51.653123 128.855811281735 51.6416732886923 2
 16448 20125 131.614074 0.411304 131.611101933418 0.402440679588571 2
 17174 22345 133.1672 5.20429 133.18081970468 5.21077378419484 2
 18243 25061 135.128293 1.079556 135.130221187392 1.07842055833934 2
 18777 26241 136.079654 0.701406 136.074756576129 0.696721221295473 2
 19366 27550 137.149213 42.257619 137.139373720335 42.251983242649 2
 19431 27724 137.276683 53.844588 137.277234135181 53.8568044017728 2
 19922 28874 138.142806 30.937839 138.151332456595 30.9406825228129 2
 20792 30693 139.750168 2.877603 139.739028581866 2.86819637030377 2
 21152 31458 140.420138 29.636013 140.431010628283 29.6400674464569 2
 21161 31445 140.430992 29.64005 140.420159289354 29.63602444706 2
 21966 33141 141.843168 2.735535 141.854698864479 2.73036993708307 2
 21968 33127 141.854683 2.730359 141.843181760583 2.7355442724604 2
 22123 33456 142.127503 10.235262 142.122099722206 10.2346881395411 2
 25434 40107 147.996083 57.148404 148.006920394757 57.1525841916644 2
 25472 40205 148.064999 30.259562 148.078727010262 30.2639986634243 2
 26209 41648 149.467211 33.154662 149.467686843414 33.143676186803 2
 26210 41646 149.467686 33.14369 149.467211161473 33.1546617084986 2
 33320 55357 163.219356 1.068305 163.219166594475 1.07983551115871 2
 37217 63793 171.697166 30.578817 171.70084401094 30.5766323393505 2
 50177 93319 200.270689 32.784177 200.273660808709 32.7864508669791 2
 52240 98783 205.312316 1.151867 205.314838162434 1.13686199782586 2
 56035 109284 214.885939 3.165949 214.891779464842 3.17656241761249 2
 56395 110346 215.688987 -1.056923 215.700344941321 -1.05804670906972 2
 57565 113545 218.338002 5.212141 218.338278054563 5.20089959656006 2
 57566 113543 218.338267 5.200862 218.338012458368 5.21217585113828 2
 60016 120059 223.792172 2.836079 223.781009553481 2.84450307675991 2
 61468 124860 227.574274 42.365287 227.573918620763 42.3534215680167 2
 61877 126371 228.736855 4.367269 228.726232340349 4.36965883149138 2
 62919 130417 231.713651 40.496306 231.714360773275 40.4863269399102 2
 62920 130415 231.714312 40.486262 231.713696531236 40.4963650250412 2
 63258 131769 232.739399 30.722805 232.73776210474 30.72353233046 2
 63887 134645 234.839366 41.244863 234.824309653866 41.2448150217314 2
 63978 135029 235.119506 52.516678 235.121062494198 52.5015218292132 2
 64537 137286 236.743172 32.956244 236.745900927396 32.942277588908 2
 64717 138031 237.266122 51.055595 237.256399662813 51.0542343065937 2
 65010 139280 238.075379 4.943133 238.07476448927 4.94633229200147 2
 65010 139297 238.075379 4.943133 238.085292952221 4.93212544874619 3
 65071 139515 238.212622 34.341672 238.205489920301 34.3292458810015 2
 65734 142097 239.895313 38.128173 239.887926955362 38.137537001111 2
 66203 143907 241.123357 34.346293 241.136024871855 34.3399759159472 2
 66314 144372 241.448333 51.225074 241.444448396198 51.2229504839854 2
 68858 157492 249.947865 37.707218 249.957726401789 37.6962621543635 2
 69195 159019 251.217923 31.079407 251.215630717393 31.0646538984234 2
 69859 161996 253.755481 26.088204 253.758435086603 26.0879396610832 2
 69861 161986 253.758421 26.087941 253.755493291961 26.0882013906768 2
 69958 162620 254.091085 22.048183 254.077271861692 22.0509465678528 2
 70134 164010 254.768217 31.512244 254.776328942718 31.5219117346143 2
 70301 165129 255.492691 22.444975 255.486961016118 22.451887861404 2
 70861 168639 258.5065 30.452922 258.517527702974 30.450088773548 2
 71070 169668 259.907754 29.301393 259.911724416886 29.3151177021245 2
 72125 173193 314.871544 1.226256 314.864762988769 1.23452930309642 2
