      0.038605       15.298476
      0.039088       13.938447
      0.047547       14.929353
      0.054786       14.176303
      0.100116       15.334840
      0.109578       13.767969
      0.223831       15.110330
      0.270513       16.017014
      0.316675       14.189731
      0.331834       15.808002
      0.380933       14.769632
      0.386795       14.935573
      0.414274       15.440038
      0.430881       15.339283
      0.498193       13.992627
      0.569259       13.821206
      0.590861       15.248488
      0.692454       15.998853
      0.751459       16.007675
      0.892123       15.464955
      0.896700       14.795456
      0.925351       15.607983
      1.022706       14.331096
      1.071009       16.098358
      1.155132       15.174555
      1.248283       16.040291
      1.330825       14.739613
      1.401623       13.997075
      1.440078       15.642739
      1.496694       15.523659
      1.571165       13.901935
      1.598217       14.786314
      1.612661       16.100243
      1.663354       14.365596
      1.725571       14.192534
      1.726698       14.245212
      1.731732       15.154907
      1.850339       15.282686
      1.871571       14.969759
      1.878455       16.125706
      1.951213       15.296132
      1.997523       15.139632
      2.009263       15.402454
      2.038313       15.495416
      2.060228       15.163030
      2.177955       14.685715
      2.236656       15.846055
      2.255758       15.663327
      2.270865       14.208030
      2.460464       14.167254
      2.576147       14.560783
      2.600918       15.558711
      2.729208       15.919815
      2.751318       13.803389
      2.786623       15.681231
      2.796392       15.176354
      2.813487       14.767168
      2.870084       15.283941
      2.893868       15.860399
      2.928309       15.371194
      2.948658       15.312980
      2.958042       16.060585
      3.020969       14.689518
      3.169048       13.876869
      3.185950       14.186942
      3.263984       14.629263
      3.308447       14.027443
      3.325281       15.738180
      3.328856       16.132210
      3.367542       13.974443
      3.398976       14.240033
      3.417386       14.958556
      3.423933       14.592030
      3.437220       15.019960
      3.455920       14.117255
      3.485419       15.558568
      3.563840       13.744795
      3.617905       15.042247
      3.651376       15.658226
      3.673103       15.733461
      3.748078       16.121149
      3.801899       15.880087
      3.809624       15.234399
      3.917042       15.248106
      4.156631       13.742651
      4.179453       15.072399
      4.295238       13.932365
      4.355708       14.192389
      4.449674       14.171031
      4.529352       15.561428
      4.529741       13.883091
      4.557881       14.415462
      4.651863       14.318133
      4.661137       14.716935
      4.810276       15.932205
      4.826808       15.103159
      4.860395       15.834114
      4.979002       15.552542
      5.002084       15.852781
      5.105089       15.681860
      5.120698       15.576632
      5.178490       14.650577
      5.181619       14.213744
      5.307389       13.885528
      5.333540       15.857140
      5.347934       13.914766
      5.377871       14.164865
      5.419426       16.166862
      5.455221       14.784801
      5.458076       16.035759
      5.507726       15.769297
      5.612472       15.925529
      5.760633       15.579569
      5.767436       14.135655
      5.811860       14.637854
      5.877415       15.795822
      5.910087       15.473131
      5.916571       14.218839
      5.934820       14.520955
      5.936854       15.232869
      5.959478       15.315294
      5.974924       14.136851
      5.979793       14.316917
      5.985885       15.734682
      6.050600       14.699127
      6.127448       16.205482
      6.140263       15.445723
      6.156779       14.340403
      6.231096       14.396774
      6.231240       14.918700
      6.245186       14.048125
      6.334936       14.914649
      6.337968       14.114200
      6.404694       15.734003
      6.411379       14.605650
      6.532750       16.056601
      6.561217       14.518115
      6.564908       15.453732
      6.577816       14.162964
      6.590278       15.542223
      6.613671       15.412864
      6.651145       15.213069
      6.779838       14.832660
      6.838352       14.649596
      6.940863       15.378669
      7.001226       15.273474
     56.587440       -0.176708
     56.621105       -0.048868
     56.660828       -0.612729
     56.692142       -0.703568
     56.773960       -0.457338
     56.779800       -0.951706
     56.870441        0.412417
     56.939198       -0.362490
     56.948830       -0.974210
     56.992939        1.119055
     57.003536        0.655861
     57.008186       -1.252247
     57.061378        0.745357
     57.114063       -0.834339
     57.205975        0.430125
     57.251965        0.316295
     57.405762        0.099947
     57.440372       -0.627693
     57.455364        1.096680
     57.465237       -0.410482
     57.524021       -0.345962
     57.647243        0.030688
     57.650589        0.629834
     57.713966       -1.170639
     57.722042       -0.520768
     57.742191        0.519823
     57.744637       -0.842674
     57.746559       -0.137160
     57.791847       -1.234161
     57.817554        0.402792
     57.825001        0.215603
     57.839905        0.572393
     57.866703        0.070675
     57.909615        0.955636
     57.912125       -0.225626
     57.917011        0.175593
     57.944988       -0.680859
     57.976025        0.257104
     58.059734       -0.328072
     58.079514        1.159650
     58.144840       -0.443375
     58.175491        0.218701
     58.231564       -0.017302
     58.240669       -1.200815
     58.263264       -0.710790
     58.335934       -0.882291
     58.339218       -0.559442
     58.374477       -0.724233
    109.953537       41.099178
    110.143585       41.180107
    110.199776       41.172352
    110.322670       41.854061
    110.342567       41.473751
    110.361359       41.260426
    110.392944       41.519089
    110.628990       42.075893
    110.667046       41.564766
    110.753387       42.061897
    110.782768       42.109493
    110.809090       42.395535
    110.837631       42.357918
    110.841484       38.411388
    110.854446       42.139641
    110.878761       42.293076
    110.893166       42.207710
    110.923729       41.109661
    111.044167       37.985638
    111.049263       41.522533
    111.067291       38.578892
    111.077011       41.987389
    111.188080       43.244785
    111.217010       42.184780
    111.231308       39.428116
    111.246979       39.152538
    111.323029       43.764866
    111.392654       43.226414
    111.460297       38.703419
    111.476761       37.743614
    111.477165       39.378723
    111.496063       43.384388
    111.538010       38.854012
    111.572495       38.580502
    111.593407       41.412151
    111.597031       42.616390
    111.620667       43.927475
    111.631416       40.924229
    111.654144       37.985790
    111.659271       39.084095
    111.707687       40.091431
    111.723701       39.785267
    111.743935       41.223438
    111.747604       43.319859
    111.748550       39.297531
    111.820442       41.471497
    111.840385       38.935566
    111.842560       42.650631
    111.842674       41.033165
    111.866348       41.295494
    111.899010       40.882202
    111.905472       38.159996
    111.907913       41.240173
    111.921516       39.518394
    111.986389       39.991863
    111.999496       42.559525
    112.013535       39.198956
    112.027184       42.318073
    112.103310       41.599567
    112.132256       43.420357
    112.133583       40.926781
    112.149712       40.313583
    112.157333       44.612816
