 i, j, l, RR_weight_ati,   RR_weight_atj,   RR_ati,   RR_atj
   0   0   0                   318                   318                   328                   328      0.96951222       0.96951222       4.26626253       4.15364027       4.26626253       4.15364027
   0   0   1                   304                   304                   328                   328      0.92682928       0.92682928       4.41886902       4.15364027       4.41886902       4.15364027
   0   0   2                   302                   302                   328                   328      0.92073172       0.92073172       4.44428396       4.15364027       4.44428396       4.15364027
   0   0   3                   310                   310                   328                   328      0.94512194       0.94512194       4.51853657       4.15364027       4.51853657       4.15364027
   0   0   4                   326                   326                   328                   328      0.99390244       0.99390244       4.14841747       4.15364027       4.14841747       4.15364027
   0   0   5                   328                   328                   328                   328      1.00000000       1.00000000       4.50928688       4.15364027       4.50928688       4.15364027
   0   0   6                   312                   312                   328                   328      0.95121950       0.95121950       4.31786108       4.15364027       4.31786108       4.15364027
   0   0   7                   292                   292                   328                   328      0.89024389       0.89024389       4.78105974       4.15364027       4.78105974       4.15364027
   0   0   8                   302                   302                   328                   328      0.92073172       0.92073172       4.56551170       4.15364027       4.56551170       4.15364027
   0   0   9                   296                   296                   328                   328      0.90243900       0.90243900       4.66980171       4.15364027       4.66980171       4.15364027
   0   0  10                   316                   316                   328                   328      0.96341461       0.96341461       4.46446514       4.15364027       4.46446514       4.15364027
   0   0  11                   312                   312                   328                   328      0.95121950       0.95121950       4.34285164       4.15364027       4.34285164       4.15364027
   0   0  12                   316                   316                   328                   328      0.96341461       0.96341461       4.29453230       4.15364027       4.29453230       4.15364027
   0   0  13                   313                   313                   328                   328      0.95426828       0.95426828       1.00000000       4.15364027       1.00000000       4.15364027
   0   0  14                   320                   320                   328                   328      0.97560978       0.97560978       4.41936445       4.15364027       4.41936445       4.15364027
   0   0  15                   326                   326                   328                   328      0.99390244       0.99390244       4.17175436       4.15364027       4.17175436       4.15364027
   0   0  16                   312                   312                   328                   328      0.95121950       0.95121950       4.31399822       4.15364027       4.31399822       4.15364027
   0   0  17                   318                   318                   328                   328      0.96951222       0.96951222       4.44568443       4.15364027       4.44568443       4.15364027
   0   0  18                   310                   310                   328                   328      0.94512194       0.94512194       4.71457672       4.15364027       4.71457672       4.15364027
   0   0  19                   326                   326                   328                   328      0.99390244       0.99390244       4.17839575       4.15364027       4.17839575       4.15364027
   0   0  20                   310                   310                   328                   328      0.94512194       0.94512194       4.48418427       4.15364027       4.48418427       4.15364027
