      0.91882103      -0.68498653       0.08816904       0.61192581       0.78135235      -0.25538542       1.69672098      -2.07153237      -2.42041203      13.31749092       4.67263499      27.59596180      51.02445639      -8.98224184     -65.53356066      62.07759500     178.38953831    -101.51666417     182.03771360
     -0.68498674       4.21964852       0.03313845      -2.04030919      -0.61303102       4.00860624       2.81863263       3.51178390      -3.91405540     -15.33782065       0.06598831     -50.56833612     -55.28374123     -35.30864982     151.44977111    -104.31305890    -241.33966974      63.48586131    -266.76680815
      0.08816858       0.03313953       0.74615278      -0.66855676       0.26230974       2.44243218       5.21375993       1.77040636      -7.80471414      10.76975306      27.26817660     -12.97208224      42.31981556      -4.75306472      30.31822048      43.78479614    -216.68255001      42.22964534     -87.73882123
      0.61192666      -2.04031060      -0.66855595       2.73965536       0.93349430      -5.33171998      -6.16901170      -4.85391872      11.15147434       7.19536766     -36.14603436      56.64228726       9.44876862      30.66335641    -116.43121975      33.94113931     413.58739925    -106.63529041     257.84977691
      0.78135291      -0.61303130       0.26231119       0.93349282       6.75364245       1.02743889       1.53326730      -9.19669083      13.51569106      39.38792702       4.04902587      -4.89532054      60.97404696     -67.75220756     -20.30476964      90.85402902     102.71259536    -405.19440398     -37.38805811
     -0.25538764       4.00861057       2.44243096      -5.33172167       1.02743261      19.23268511      22.88428892       3.49334918     -31.36259598      27.18182847     126.64585243    -120.96701339     130.76587893     -97.73680425     325.87780589      27.64873548   -1170.72418621      57.10919310    -623.97084931
      1.69671587       2.81864368       5.21375891      -6.16901885       1.53325483      22.88429769      55.50501770      10.46814054     -81.65720200      67.24510997     238.30341151    -146.34306952     352.35674917    -116.22587557     134.44524257     216.30636226   -1641.22733311      59.08376106    -735.01441999
     -2.07153406       3.51178692       1.77040333      -4.85391725      -9.19669361       3.49334044      10.46811598      48.87459968     -56.72910672     -49.57850873      82.31138411     -55.61856104     -37.00129516      35.48441190     197.84464528    -148.19869286    -885.83995611     675.32355761    -379.16744630
     -2.42040165      -3.91407471      -7.80470780      11.15148280      13.51571571     -31.36259312     -81.65716564     -56.72914015     259.56580635     -22.86399705    -410.33237630     100.83542144    -354.90871109     125.88410680      35.94027605    -541.04842077    2814.77073813    -682.33562510    1039.78849350
     13.31748850     -15.33780963      10.76976656       7.19534023      39.38789735      27.18189869      67.24525332     -49.57843207     -22.86434713     603.02991599     312.23624095     332.18732928    1497.15928686    -253.38682017    -165.37485274    1936.35157760    -582.09591082   -2216.27940427    1732.57223215
      4.67260977       0.06604505      27.26817248     -36.14607215       4.04895579     126.64590301     238.30342515      82.31151806    -410.33259925     312.23549908    1592.15026491    -680.74288947    1796.04148487    -595.37471880     713.76244923    1490.74319929   -8913.84280338     553.42983465   -3647.33291789
     27.59598287     -50.56837400     -12.97206037      56.64228242      -4.89529898    -120.96696702    -146.34285985     -55.61858965     100.83511982     332.18795119    -680.74182806    2364.58450319    1029.19228736     927.36004065   -3146.49795734    2045.25508973   13286.18931567   -2483.75094496   11077.53078767
     51.02443591     -55.28368048      42.31984945       9.44867514      60.97393064     130.76608001     352.35715910     -37.00101254    -354.90980015    1497.15882411    1796.04344802    1029.18997884    6694.67450974    -597.62264796   -1166.16091029    4213.78193794   -2293.85404246   -3189.68489129    6028.38203163
     -8.98222608     -35.30868066      -4.75306669      30.66338490     -67.75216920     -97.73685957    -116.22590289      35.48433327     125.88428246    -253.38651244    -595.37489045     927.36073511    -597.62186614    3409.24408206    -315.34621155    -267.62957111    1607.15220208    5837.13447636    2412.78992469
    -65.53356207     151.44975571      30.31817296    -116.43113899     -20.30479254     325.87757398     134.44473266     197.84455563      35.94102169    -165.37534264     713.75983227   -3146.49553043   -1166.16304963    -315.34403931   15232.36818654   -4869.95093031  -28431.15469727    9200.57448618  -22418.42488790
     62.07757344    -104.31299880      43.78483658      33.94102436      90.85388986      27.64898906     216.30686265    -148.19837637    -541.04967946    1936.35105130    1490.74579491    2045.25214696    4213.78202832    -267.63071348   -4869.94911233   14695.67654173    1639.84086059   -7388.78366691   13794.84897182
    178.38974670    -241.34005702    -216.68239538     413.58747409     102.71306435   -1170.72395657   -1641.22608462    -885.84064860    2814.76991972    -582.08902738   -8913.83605079   13286.19232536   -2293.83231069    1607.14587375  -28431.17427082    1639.86697858  140646.33357665  -35859.07258162   79908.82107609
   -101.51669746      63.48588645      42.22954189    -106.63516723    -405.19442389      57.10870847      59.08284703     675.32344649    -682.33400387   -2216.28153730     553.42468351   -2483.74867561   -3189.69305800    5837.13778983    9200.57283944   -7388.79241634  -35859.03572016   63309.84635711  -23064.47718410
    182.03776821    -266.76694338     -87.73871141     257.84968616     -37.38801398    -623.97053680    -735.01331125    -379.16742411    1039.78691456    1732.57429071   -3647.32717149   11077.52818551    6028.39124992    2412.78595182  -22418.43395392   13794.85787766   79908.79164015  -23064.48222457  104819.51121972
