-0.15        0.707946     18.99997643 ***************           2.           2.          28.   26.7142217359   13.0000000000        0.10000
-0.05        0.891251     12.33331762 ***************           2.           3.          54.   13.5925602916   11.0000000000        0.15000
 0.15        1.412538      4.71427898 5.7142789797121           2.           7.         208.    3.4999925207    7.4897959184        0.35000
 0.25        1.778279      5.31578203 3.6464184552837           6.          19.         386.    5.2486923281    5.4155124654        0.95000
 0.35        2.238721      5.08694935 2.3006506025334          14.          46.         750.    6.0133186250    3.9621928166        2.30000
 0.45        2.818383      2.19999623 1.3063929898326          12.          75.        1600.    2.1249951385    2.4133333333        3.75000
 0.55        3.548134      2.31491322 0.8559069130832          30.         181.        3196.    2.4893555217    1.9266505906        9.05001
 0.65        4.466835      2.97350525 0.7254594860749          60.         302.        6360.    2.8742071803    3.1840270164       15.10002
 0.75        5.623413      1.35701629 0.4042249582513          68.         577.       13168.    1.3128769052    1.6895344052       28.85003
 0.85        7.079458      0.92605104 0.2573793965291         112.        1163.       25410.    0.9323081160    1.1040848933       58.15007
 0.95        8.912509      0.95038265 0.1826700713183         228.        2338.       50552.    0.9541045903    1.1085513197      116.90014
 1.05       11.220183      0.58802557 0.1149054971789         382.        4811.      101124.    0.6080046936    0.6689636931      240.55028
 1.15       14.125375      0.27826583 0.0736780173089         602.        9419.      199866.    0.3197436104    0.3562064899      470.95056
 1.25       17.782795      0.23563533 0.0513956543767        1156.       18711.      396120.    0.2778950625    0.3079483879      935.55110
 1.35       22.387213      0.21934627 0.0362733637383        2260.       37069.      787780.    0.2653273968    0.2956617840     1853.45218
 1.45       28.183832      0.10988386 0.0245913302515        4074.       73413.     1554888.    0.1594761936    0.1753688941     3670.65433
 1.55       35.481335      0.06234333 0.0170614915628        7754.      145979.     3083736.    0.1122584978    0.1220758594     7298.95860
 1.65       44.668358      0.04552283 0.0120429882602       15074.      288353.     6080974.    0.0947962253    0.1024342803    14417.66699
 1.75       56.234131      0.02262865 0.0085030307561       28928.      565757.    11950856.    0.0746202110    0.0800840433    28287.88334
 1.85       70.794579      0.02056650 0.0060669597058       56594.     1109069.    23449848.    0.0735478936    0.0789300517    55453.51535
 1.95       89.125107      0.01563270 0.0043279977228      110136.     2168813.    45851444.    0.0687725866    0.0735891193   108440.77780
 2.05      112.201836      0.00735772 0.0030904760347      212494.     4218834.    89223314.    0.0612794156    0.0652220486   210941.94861
 2.15      141.253784     -0.00014249 0.0022149544138      407546.     8152072.   172664034.    0.0555967206    0.0588696603   407604.08038
 2.25      177.827942     -0.00498874 0.0015942520466      779062.    15659342.   332013418.    0.0519995300    0.0548255450   782968.02277
 2.35      223.872070     -0.00860076 0.0011532779834     1477948.    29815360.   633422332.    0.0504989207    0.0531067827  1490769.75695
 2.45      281.838318     -0.01398843 0.0008375206806     2772062.    56227712.  1196935286.    0.0473305815    0.0494766646  2811388.91336
 2.55      354.813354     -0.01915238 0.0006120363709     5136634.   104738551.  2235143510.    0.0448540168    0.0465763392  5236933.72199
 2.65      446.683685     -0.02432687 0.0004504635360     9382518.   192328898.  4115374054.    0.0425782814    0.0438537002  9616456.23348
 2.75      562.341309     -0.02933332 0.0003341503121    16876660.   347732963.  7454223446.    0.0396512674    0.0403924352 17386668.64106
 2.85      707.945618     -0.03486825 0.0002501667832    29767606.   616860259. 13236407390.    0.0354356307    0.0354769848 30843049.30009
 2.95      891.251038     -0.03899171 0.0001895709872    51397326.  1069652899. 22932569544.    0.0307591327    0.0301666806 53482707.98207
 3.05     1122.018311     -0.04044478 0.0001460078637    86380844.  1800432967. 38442675742.    0.0254326234    0.0244178529 90021754.44517
 3.15     1412.537842     -0.03774849 0.0001147442946   140651704.  2923384097. 61832945334.    0.0187322187    0.0176376629 **************
 3.25     1778.279419     -0.02803395 0.0000925227646   220716594.  4541646975. 94527683816.    0.0121493342    0.0115031880 **************
 3.35     2238.720703     -0.01324845 0.0000775264911   324000272.  6567000379. ************    0.0022128889    0.0020418859 **************
 3.45     2818.383301      0.00002884 0.0000709708527   397095534.  7941672249. ************   -0.0120040390   -0.0118616521 **************
 3.55     3548.133545      0.02380074 0.0000804387343   323989114.  6329136507. ************   -0.0236275973   -0.0236356196 **************
 3.65     4466.836914      0.07844141 0.0001244300901   150235398.  2786154540. 50479720790.   -0.0172804425   -0.0230354342 **************
 3.75     5623.413086      0.16070940 0.0002710670084    36671078.   631872795. 10718097192.    0.0104133973   -0.0155763177 31593676.98474
 3.85     7079.456055      0.25514423 0.0013776284030     1660172.    26453853.   419683436.    0.0609931096   -0.0043721371  1322694.20886
 3.95     8912.510742      0.36836725 0.1647320589617         138.        2017.       27484.    0.0729138762   -0.0677181488      100.85012
