# McLure et al., 2008, arXiv:0805.1335
# The luminosity function, halo masses and stellar masses of luminous
# Lyman-break galaxies at redshifts 5 < z < 6
# From Section 6. 
# loz  z       hiz	bias	biasplus	biasminus
5.0   5.32     6.0	7.1	1.6		1.1	
5.0   5.32     6.0	7.1	1.6		1.1	

