 2.300      0       0
 2.250      0       0
 2.200    393    4942
 2.150    401    6950
 2.100    486    8756
 2.050    476   10687
 2.000    549   12524
 1.950    605   14094
 1.900    696   15400
 1.850    737   16404
 1.800    814   17453
 1.750    801   18223
 1.700    741   18500
 1.650    743   19002
 1.600    867   19211
 1.550    861   19380
 1.500    800   19151
 1.450    681   19106
 1.400    722   18809
 1.350    772   18446
 1.300    771   18090
 1.250    800   17223
 1.200    773   16708
 1.150    730   16299
 1.100    724   15705
 1.050    686   14923
 1.000    596   14313
 0.950    531   13689
 0.900    546   13282
 0.850    515   12657
 0.800    471   12508
 0.750    515   12659
 0.700    462   12501
 0.650    587   12666
 0.600    532   13063
 0.550    577   13172
 0.500    556   13215
 0.450    635   12887
 0.400    631   12146
 0.350    586   10453
 0.300      0       0
 0.250      0       0
 0.200      0       0
 0.150      0       0
 0.100      0       0
 0.050      0       0
