  i, j, l,    A_two,       COV_sum,    A_three_i, A_three_j, A_three 
   0   3  11    -80.64000783     959.68454398      37.91390109       2.12692458      80.64000803    4663.34664275
   0   3  12   -807.51383182     152.17071216      37.06707449      21.78520534     807.51382906    5470.86047181
   0   3  13      3.41162761     155.58233977       0.55922652       6.10061833       3.41162756    5474.27209937
   0   3  14    295.17061001     450.75294977      34.49939071       8.55582076     295.17060330    5769.44270267
   0   3  15      1.08449798     451.83744776       0.16499852       6.57277388       1.08449799    5770.52720066
   0   3  16    -96.62987573     355.20757203      19.79982425       4.88034017      96.62987764    5867.15707830
   0   3  17     -9.47283347     345.73473855       0.91622145      10.33902189       9.47283362    5876.62991192
   0   3  18     -3.23458894     342.50014962       0.37395821       8.64960007       3.23458895    5879.86450087
   0   3  19     -4.43859298     338.06155664       0.72549016       6.11806079       4.43859288    5884.30309376
   0   3  20    -50.07025432     287.99130232       5.29558579       9.45509271      50.07025460    5934.37334836
   0   4   0    -13.31114546     -13.31114546       1.76204328       7.55438075      13.31114583      13.31114583
   0   4   1     11.79002793      -1.52111754       2.00118619       5.89151961      11.79002769      25.10117352
   0   4   2  -1069.83817708   -1071.35929461     141.77712147       7.54591544    1069.83817024    1094.93934376
   0   4   3    865.32346827    -206.03582634     166.14579420       5.20821774     865.32347226    1960.26281602
   0   4   4   -110.44540905    -316.48123539      31.16129575       3.54431370     110.44540741    2070.70822343
   0   4   5     -1.92882547    -318.41006086       0.56558648       3.41031033       1.92882541    2072.63704884
   0   4   6   -444.53393452    -762.94399538     116.99415484       3.79962521     444.53394047    2517.17098931
   0   4   7    734.68027669     -28.26371869      37.40506718      19.64119664     734.68027974    3251.85126905
   0   4   8    267.86723043     239.60351174      26.56467815      10.08358639     267.86722713    3519.71849618
   0   4   9   -527.74672330    -288.14321156     550.00210693       0.95953584     527.74673189    4047.46522807
   0   4  10      2.41384210    -285.72936947       0.53487975       4.51286854       2.41384199    4049.87907006
   0   4  11   -355.24742356    -640.97679303      37.91390109       9.36984625     355.24742395    4405.12649401
   0   4  12   -478.06869537   -1119.04548840      37.06707449      12.89739492     478.06869807    4883.19519208
   0   4  13     -2.92113564   -1121.96662404       0.55922652       5.22352846       2.92113564    4886.11632773
   0   4  14    284.73247219    -837.23415186      34.49939071       8.25326085     284.73247049    5170.84879822
   0   4  15     -0.60824850    -837.84240036       0.16499852       3.68638756       0.60824851    5171.45704672
   0   4  16    -79.98875609    -917.83115645      19.79982425       4.03987220      79.98875952    5251.44580624
   0   4  17     -3.96126126    -921.79241770       0.91622145       4.32347596       3.96126140    5255.40706764
   0   4  18      2.67978024    -919.11263747       0.37395821       7.16598849       2.67978022    5258.08684786
   0   4  19      3.93830626    -915.17433121       0.72549016       5.42847636       3.93830617    5262.02515403
   0   4  20      3.37226359    -911.80206761       5.29558579       0.63680653       3.37226364    5265.39741767
   0   5   0     -8.42446724      -8.42446724       1.76204328       4.78107856       8.42446735       8.42446735
   0   5   1     -9.79861522     -18.22308245       2.00118619       4.89640356       9.79861519      18.22308253
   0   5   2    755.89421024     737.67112778     141.77712147       5.33156691     755.89420961     774.11729214
   0   5   3    331.21885602    1068.88998380     166.14579420       1.99354339     331.21884991    1105.33614205
   0   5   4     51.82909490    1120.71907870      31.16129575       1.66325222      51.82909423    1157.16523628
   0   5   5      0.04038092    1120.75945962       0.56558648       0.07139654       0.04038092    1157.20561720
   0   5   6    564.34025019    1685.09970980     116.99415484       4.82366203     564.34026258    1721.54587977
   0   5   7   -138.76551047    1546.33419933      37.40506718       3.70980519     138.76551236    1860.31139213
   0   5   8   -207.39607016    1338.93812917      26.56467815       7.80721203     207.39607473    2067.70746686
   0   5   9   3190.52692189    4529.46505107     550.00210693       5.80093602    3190.52703361    5258.23450047
   0   5  10      0.72693172    4530.19198279       0.53487975       1.35905631       0.72693170    5258.96143217
   0   5  11     70.80055412    4600.99253691      37.91390109       1.86740355      70.80055330    5329.76198547
   0   5  12    -37.81764915    4563.17488776      37.06707449       1.02024910      37.81764939    5367.57963486
   0   5  13     -1.70319503    4561.47169274       0.55922652       3.04562631       1.70319501    5369.28282987
   0   5  14    -76.23464381    4485.23704893      34.49939071       2.20973885      76.23464385    5445.51747372
   0   5  15     -0.24009552    4484.99695341       0.16499852       1.45513734       0.24009551    5445.75756923
   0   5  16     83.76187579    4568.75882920      19.79982425       4.23043536      83.76187664    5529.51944587
   0   5  17      6.39445566    4575.15328487       0.91622145       6.97915965       6.39445576    5535.91390163
   0   5  18      0.31665340    4575.46993827       0.37395821       0.84676145       0.31665339    5536.23055503
   0   5  19      0.24552973    4575.71546800       0.72549016       0.33843288       0.24552972    5536.47608475
   0   5  20    -17.44337345    4558.27209455       5.29558579       3.29394600      17.44337363    5553.91945838
   0   6   0     -0.27888391      -0.27888391       1.76204328       0.15827302       0.27888391       0.27888391
   0   6   1      8.26132325       7.98243934       2.00118619       4.12821304       8.26132294       8.54020686
   0   6   2    548.99582112     556.97826046     141.77712147       3.87224546     548.99581434     557.53602120
   0   6   3    336.78124317     893.75950362     166.14579420       2.02702244     336.78125249     894.31727369
   0   6   4    -41.62448580     852.13501782      31.16129575       1.33577517      41.62448526     935.94175895
   0   6   5      0.43211232     852.56713014       0.56558648       0.76400748       0.43211230     936.37387126
   0   6   6    466.00622921    1318.57335935     116.99415484       3.98315815     466.00622108    1402.38009233
   0   6   7    -98.32381247    1220.24954688      37.40506718       2.62862285      98.32381425    1500.70390658
   0   6   8     79.58891272    1299.83845959      26.56467815       2.99604279      79.58891253    1580.29281911
   0   6   9   1981.44079346    3281.27925305     550.00210693       3.60260594    1981.44085793    3561.73367704
   0   6  10     -1.64574565    3279.63350741       0.53487975       3.07685153       1.64574558    3563.37942262
   0   6  11   -139.67913646    3139.95437095      37.91390109       3.68411401     139.67913423    3703.05855685
   0   6  12    100.35633441    3240.31070536      37.06707449       2.70742525     100.35633349    3803.41489034
   0   6  13     -0.73614382    3239.57456154       0.55922652       1.31636070       0.73614382    3804.15103415
   0   6  14    -15.61401754    3223.96054400      34.49939071       0.45258821      15.61401744    3819.76505159
   0   6  15      0.00869768    3223.96924168       0.16499852       0.05271370       0.00869768    3819.77374927
   0   6  16    -17.99446718    3205.97477450      19.79982425       0.90881954      17.99446718    3837.76821646
   0   6  17     -1.61902244    3204.35575207       0.91622145       1.76706458       1.61902247    3839.38723892
   0   6  18      0.23533949    3204.59109156       0.37395821       0.62932030       0.23533949    3839.62257842
   0   6  19     -0.79995971    3203.79113185       0.72549016       1.10264720       0.79995969    3840.42253811
   0   6  20    -12.22395017    3191.56718168       5.29558579       2.30832824      12.22395021    3852.64648832
   0   7   0     -1.26910000      -1.26910000       1.76204328       0.72024338       1.26910000       1.26910000
   0   7   1      2.91369748       1.64459748       2.00118619       1.45598517       2.91369742       4.18279743
   0   7   2    178.29193051     179.93652799     141.77712147       1.25755080     178.29193254     182.47472997
   0   7   3      4.52615332     184.46268130     166.14579420       0.02724206       4.52615332     187.00088329
   0   7   4     -1.75826165     182.70441965      31.16129575       0.05642453       1.75826162     188.75914491
   0   7   5      0.04719041     182.75161006       0.56558648       0.08343624       0.04719041     188.80633532
   0   7   6    223.35743868     406.10904874     116.99415484       1.90913332     223.35743925     412.16377457
   0   7   7     11.07733492     417.18638366      37.40506718       0.29614530      11.07733502     423.24110960
   0   7   8    -69.63206473     347.55431893      26.56467815       2.62122751      69.63206513     492.87317472
   0   7   9    597.59361820     945.14793713     550.00210693       1.08652971     597.59363032    1090.46680505
   0   7  10      0.35238966     945.50032679       0.53487975       0.65882033       0.35238965    1090.81919470
   0   7  11     85.44960845    1030.94993525      37.91390109       2.25378046      85.44960936    1176.26880406
   0   7  12     46.48469220    1077.43462744      37.06707449       1.25406961      46.48469173    1222.75349579
   0   7  13     -1.86120335    1075.57342409       0.55922652       3.32817434       1.86120335    1224.61469915
   0   7  14     -9.52395596    1066.04946813      34.49939071       0.27606157       9.52395600    1234.13865515
   0   7  15     -0.06473528    1065.98473285       0.16499852       0.39233854       0.06473528    1234.20339043
   0   7  16      9.82836288    1075.81309573      19.79982425       0.49638637       9.82836283    1244.03175326
   0   7  17     -1.38756407    1074.42553166       0.91622145       1.51444186       1.38756412    1245.41931738
   0   7  18      0.34213512    1074.76766678       0.37395821       0.91490200       0.34213511    1245.76145249
   0   7  19      0.47700290    1075.24466968       0.72549016       0.65749052       0.47700290    1246.23845540
   0   7  20     -1.41175636    1073.83291332       5.29558579       0.26659117       1.41175641    1247.65021181
   0   8   0     -0.94694272      -0.94694272       1.76204328       0.53741173       0.94694272       0.94694272
   0   8   1     -2.73928834      -3.68623106       2.00118619       1.36883228       2.73928826       3.68623099
   0   8   2    130.58927539     126.90304434     141.77712147       0.92108849     130.58927521     134.27550619
   0   8   3   -145.52109215     -18.61804781     166.14579420       0.87586383     145.52109178     279.79659798
   0   8   4     -9.83914299     -28.45719080      31.16129575       0.31574884       9.83914313     289.63574111
   0   8   5      0.02754748     -28.42964332       0.56558648       0.04870605       0.02754748     289.66328859
   0   8   6    -35.62365951     -64.05330284     116.99415484       0.30449094      35.62366034     325.28694892
   0   8   7    -26.06286091     -90.11616374      37.40506718       0.69677356      26.06286173     351.34981065
   0   8   8      2.82264846     -87.29351528      26.56467815       0.10625570       2.82264844     354.17245909
   0   8   9    -44.24625790    -131.53977318     550.00210693       0.08044743      44.24625793     398.41871702
   0   8  10      0.51867907    -131.02109411       0.53487975       0.96971152       0.51867905     398.93739607
   0   8  11     18.80125935    -112.21983476      37.91390109       0.49589355      18.80125894     417.73865501
   0   8  12     20.43882341     -91.78101134      37.06707449       0.55140105      20.43882382     438.17747883
   0   8  13      0.21569865     -91.56531269       0.55922652       0.38570891       0.21569865     438.39317749
   0   8  14     12.86799624     -78.69731644      34.49939071       0.37299198      12.86799621     451.26117369
   0   8  15     -0.19928877     -78.89660521       0.16499852       1.20782154       0.19928877     451.46046247
   0   8  16     -1.55352501     -80.45013022      19.79982425       0.07846156       1.55352504     453.01398751
   0   8  17      0.59444496     -79.85568526       0.91622145       0.64880053       0.59444497     453.60843247
   0   8  18      0.44380645     -79.41187882       0.37395821       1.18678086       0.44380644     454.05223892
   0   8  19      0.07622112     -79.33565770       0.72549016       0.10506155       0.07622112     454.12846004
   0   8  20      1.42971867     -77.90593902       5.29558579       0.26998310       1.42971865     455.55817869
   0   9   0     -0.02758603      -0.02758603       1.76204328       0.01565570       0.02758603       0.02758603
   0   9   1      1.21823323       1.19064720       2.00118619       0.60875556       1.21823322       1.24581925
   0   9   2    -21.06445566     -19.87380846     141.77712147       0.14857444      21.06445599      22.31027524
   0   9   3    -54.88381473     -74.75762319     166.14579420       0.33033526      54.88381469      77.19408993
   0   9   4     -7.54390845     -82.30153164      31.16129575       0.24209225       7.54390835      84.73799829
   0   9   5      0.08280628     -82.21872536       0.56558648       0.14640782       0.08280628      84.82080457
   0   9   6    102.91541293      20.69668757     116.99415484       0.87966285     102.91541188     187.73621645
   0   9   7     -1.80478475      18.89190281      37.40506718       0.04824974       1.80478477     189.54100122
   0   9   8    -18.16640925       0.72549356      26.56467815       0.68385580      18.16640922     207.70741044
   0   9   9    433.24205562     433.96754918     550.00210693       0.78770982     433.24205893     640.94946937
   0   9  10     -0.12920418     433.83834500       0.53487975       0.24155743       0.12920418     641.07867355
   0   9  11     39.72329807     473.56164307      37.91390109       1.04772382      39.72329728     680.80197082
   0   9  12     19.01154596     492.57318902      37.06707449       0.51289577      19.01154570     699.81351652
   0   9  13      0.69723253     493.27042155       0.55922652       1.24678014       0.69723252     700.51074904
   0   9  14      9.95420652     503.22462807      34.49939071       0.28853282       9.95420638     710.46495542
   0   9  15      0.18156149     503.40618955       0.16499852       1.10038249       0.18156149     710.64651691
   0   9  16      2.14007341     505.54626297      19.79982425       0.10808548       2.14007342     712.78659033
   0   9  17     -0.20724365     505.33901932       0.91622145       0.22619384       0.20724365     712.99383398
   0   9  18     -0.05607276     505.28294656       0.37395821       0.14994392       0.05607276     713.04990674
   0   9  19      0.46682835     505.74977490       0.72549016       0.64346613       0.46682834     713.51673508
   0   9  20      2.56349830     508.31327321       5.29558579       0.48408210       2.56349831     716.08023339
   0  10   0     -0.14467812      -0.14467812       1.76204328       0.08210816       0.14467812       0.14467812
   0  10   1     -0.81150674      -0.95618486       2.00118619       0.40551286       0.81150674       0.95618486
   0  10   2    -90.95390842     -91.91009327     141.77712147       0.64152741      90.95390956      91.91009442
   0  10   3     29.28822942     -62.62186385     166.14579420       0.17628029      29.28822876     121.19832318
   0  10   4     -5.49649280     -68.11835666      31.16129575       0.17638846       5.49649287     126.69481604
   0  10   5      0.22024418     -67.89811247       0.56558648       0.38940849       0.22024418     126.91506022
   0  10   6     66.72930259      -1.16880989     116.99415484       0.57036442      66.72930374     193.64436396
   0  10   7     28.62388147      27.45507159      37.40506718       0.76524075      28.62388166     222.26824562
   0  10   8      6.28487532      33.73994690      26.56467815       0.23658767       6.28487531     228.55312093
   0  10   9    176.59727741     210.33722432     550.00210693       0.32108474     176.59728154     405.15040247
   0  10  10     -0.05577276     210.28145156       0.53487975       0.10427158       0.05577276     405.20617523
   0  10  11     -1.27948321     209.00196834      37.91390109       0.03374707       1.27948319     406.48565842
   0  10  12     -5.53238134     203.46958700      37.06707449       0.14925325       5.53238132     412.01803974
   0  10  13      0.07367831     203.54326531       0.55922652       0.13175039       0.07367831     412.09171805
   0  10  14    -13.14337559     190.39988973      34.49939071       0.38097414      13.14337561     425.23509366
   0  10  15      0.08682491     190.48671463       0.16499852       0.52621625       0.08682490     425.32191856
   0  10  16      8.22867021     198.71538484      19.79982425       0.41559310       8.22867037     433.55058893
   0  10  17      0.17157702     198.88696186       0.91622145       0.18726588       0.17157702     433.72216595
   0  10  18     -0.11633175     198.77063011       0.37395821       0.31108221       0.11633175     433.83849770
   0  10  19      0.02276171     198.79339182       0.72549016       0.03137425       0.02276171     433.86125941
   0  10  20     -1.03557813     197.75781369       5.29558579       0.19555498       1.03557815     434.89683757
   0  11   0      0.07372247       0.07372247       1.76204328       0.04183919       0.07372247       0.07372247
   0  11   1     -0.71284197      -0.63911950       2.00118619       0.35620971       0.71284196       0.78656443
   0  11   2    -20.08624204     -20.72536154     141.77712147       0.14167478      20.08624219      20.87280662
   0  11   3     20.65985416      -0.06550737     166.14579420       0.12434774      20.65985378      41.53266039
   0  11   4     -1.49763065      -1.56313803      31.16129575       0.04806060       1.49763062      43.03029101
   0  11   5      0.00726670      -1.55587132       0.56558648       0.01284808       0.00726670      43.03755771
   0  11   6    -29.87272610     -31.42859743     116.99415484       0.25533520      29.87272635      72.91028407
   0  11   7     -2.14323039     -33.57182782      37.40506718       0.05729786       2.14323039      75.05351446
   0  11   8     -5.05300575     -38.62483357      26.56467815       0.19021520       5.05300569      80.10652014
   0  11   9   -230.63030888    -269.25514245     550.00210693       0.41932624     230.63031382     310.73683396
   0  11  10      0.04958094    -269.20556151       0.53487975       0.09269548       0.04958093     310.78641490
   0  11  11    -10.61724680    -279.82280831      37.91390109       0.28003572      10.61724676     321.40366165
   0  11  12     -1.56890400    -281.39171232      37.06707449       0.04232608       1.56890399     322.97256564
   0  11  13      0.25614261    -281.13556971       0.55922652       0.45803015       0.25614261     323.22870825
   0  11  14     -3.55196468    -284.68753438      34.49939071       0.10295732       3.55196466     326.78067291
   0  11  15     -0.00896550    -284.69649988       0.16499852       0.05433685       0.00896550     326.78963841
   0  11  16      0.46304620    -284.23345368      19.79982425       0.02338638       0.46304622     327.25268463
   0  11  17      0.12325206    -284.11020162       0.91622145       0.13452213       0.12325206     327.37593669
   0  11  18      0.03093909    -284.07926253       0.37395821       0.08273409       0.03093909     327.40687578
   0  11  19      0.23599603    -283.84326650       0.72549016       0.32529184       0.23599603     327.64287180
   0  11  20     -1.13450332    -284.97776982       5.29558579       0.21423567       1.13450335     328.77737515
   0  12   0     -0.32175962      -0.32175962       1.76204328       0.18260597       0.32175963       0.32175963
   0  12   1     -0.28146793      -0.60322755       2.00118619       0.14065054       0.28146793       0.60322756
   0  12   2      5.49372395       4.89049640     141.77712147       0.03874902       5.49372389       6.09695145
   0  12   3     16.17510235      21.06559875     166.14579420       0.09735487      16.17510274      22.27205419
   0  12   4     -1.20821481      19.85738394      31.16129575       0.03877293       1.20821482      23.48026901
   0  12   5     -0.03303517      19.82434878       0.56558648       0.05840869       0.03303517      23.51330417
   0  12   6     25.37812927      45.20247805     116.99415484       0.21691793      25.37812982      48.89143399
   0  12   7      1.14989498      46.35237303      37.40506718       0.03074169       1.14989499      50.04132898
   0  12   8      9.57062896      55.92300199      26.56467815       0.36027649       9.57062897      59.61195795
   0  12   9     51.43012239     107.35312438     550.00210693       0.09350896      51.43012358     111.04208153
   0  12  10     -0.09322886     107.25989552       0.53487975       0.17429872       0.09322886     111.13531038
   0  12  11     -2.58842661     104.67146891      37.91390109       0.06827118       2.58842662     113.72373700
   0  12  12      0.54987575     105.22134466      37.06707449       0.01483461       0.54987575     114.27361275
   0  12  13      0.12668673     105.34803139       0.55922652       0.22653920       0.12668673     114.40029948
   0  12  14     -1.51539899     103.83263239      34.49939071       0.04392538       1.51539896     115.91569844
   0  12  15     -0.06257275     103.77005964       0.16499852       0.37923221       0.06257276     115.97827120
   0  12  16      3.63620223     107.40626187      19.79982425       0.18364821       3.63620236     119.61447356
   0  12  17     -0.47328496     106.93297691       0.91622145       0.51656176       0.47328497     120.08775852
   0  12  18      0.00193569     106.93491260       0.37395821       0.00517623       0.00193569     120.08969422
   0  12  19      0.03071485     106.96562745       0.72549016       0.04233668       0.03071485     120.12040906
   0  12  20     -0.36836234     106.59726511       5.29558579       0.06956027       0.36836235     120.48877142
   0  13   0     -0.28733605      -0.28733605       1.76204328       0.16306980       0.28733605       0.28733605
   0  13   1     -0.33931617      -0.62665222       2.00118619       0.16955752       0.33931617       0.62665222
   0  13   2      1.12527965       0.49862743     141.77712147       0.00793696       1.12527966       1.75193188
   0  13   3     -2.71394989      -2.21532245     166.14579420       0.01633475       2.71394983       4.46588171
   0  13   4     -1.24664469      -3.46196715      31.16129575       0.04000619       1.24664471       5.71252642
   0  13   5     -0.06471791      -3.52668506       0.56558648       0.11442619       0.06471791       5.77724433
   0  13   6     -3.62952729      -7.15621234     116.99415484       0.03102315       3.62952727       9.40677160
   0  13   7      6.11048709      -1.04572525      37.40506718       0.16335988       6.11048719      15.51725879
   0  13   8      0.01434177      -1.03138348      26.56467815       0.00053988       0.01434177      15.53160056
   0  13   9     10.29738619       9.26600271     550.00210693       0.01872245      10.29738621      25.82898676
   0  13  10     -0.04400548       9.22199723       0.53487975       0.08227173       0.04400548      25.87299225
   0  13  11      5.55977589      14.78177312      37.91390109       0.14664215       5.55977581      31.43276805
   0  13  12     -0.63585974      14.14591338      37.06707449       0.01715430       0.63585975      32.06862780
   0  13  13     -0.03962115      14.10629223       0.55922652       0.07084992       0.03962115      32.10824896
   0  13  14      3.04846126      17.15475349      34.49939071       0.08836276       3.04846123      35.15671019
   0  13  15     -0.00412625      17.15062724       0.16499852       0.02500781       0.00412625      35.16083644
   0  13  16     -1.94191816      15.20870908      19.79982425       0.09807754       1.94191814      37.10275458
   0  13  17     -0.03065570      15.17805339       0.91622145       0.03345883       0.03065570      37.13341027
   0  13  18     -0.02878759      15.14926580       0.37395821       0.07698076       0.02878759      37.16219786
   0  13  19     -0.07032941      15.07893639       0.72549016       0.09694055       0.07032941      37.23252727
   0  13  20      0.06222520      15.14116159       5.29558579       0.01175039       0.06222520      37.29475248
   1   0   0   -106.42153538    -106.42153538      60.39666581       1.76204328     106.42153904     106.42153904
   1   0   1     33.25219994     -73.16933544      16.61624427       2.00118619      33.25219860     139.67373764
   1   0   2  -2639.60065819   -2712.76999364      18.61795936     141.77712147    2639.60068536    2779.27442300
   1   0   3   2126.71359596    -586.05639767      12.80028534     166.14579420    2126.71357463    4905.98799763
   1   0   4     55.94950618    -530.10689150       1.79548076      31.16129575      55.94950689    4961.93750452
   1   0   5     -1.64723917    -531.75413067       2.91244430       0.56558648       1.64723911    4963.58474364
   1   0   6   1120.35816149     588.60403082       9.57618919     116.99415484    1120.35816123    6083.94290486
   1   0   7   2183.55914262    2772.16317343      58.37602536      37.40506718    2183.55915056    8267.50205542
   1   0   8    472.51172112    3244.67489456      17.78721758      26.56467815     472.51171024    8740.01376566
   1   0   9 -10073.24934342   -6828.57444886      18.31492914     550.00210693   10073.24961640   18813.26338206
   1   0  10      4.39102427   -6824.18342459       8.20936688       0.53487975       4.39102409   18817.65440615
   1   0  11    538.46464226   -6285.71878233      14.20230098      37.91390109     538.46463459   19356.11904075
   1   0  12    479.92369623   -5805.79508611      12.94743914      37.06707449     479.92369105   19836.04273179
   1   0  13    -31.16215220   -5836.95723831      55.72366709       0.55922652      31.16215244   19867.20488424
   1   0  14   -568.70903705   -6405.66627536      16.48461104      34.49939071     568.70903684   20435.91392107
   1   0  15     -1.35341928   -6407.01969463       8.20261420       0.16499852       1.35341924   20437.26734031
