 0.7943282 -0.1 182.5482264898801 129.78819562575853 4. 44.
 1.2589254 0.1 337.8021472818634 119.78464791178453 16. 143.
 1.9952624 0.3 312.33471754127623 65.33480503185824 46. 534.
 3.1622777 0.5 165.3450518469996 22.849250131777783 106. 1363.
 5.0118723 0.7 258.74345090373686 23.32565047452122 248. 3268.
 7.943282 0.9 187.37231452026447 10.893852225610996 598. 8238.
 12.589254 1.1 147.86804920736265 5.734183002869221 1348. 20521.
 19.952621 1.3 134.95163988529265 3.2498657895365723 3500. 50652.
 31.622776 1.5 134.5014521897673 2.089340945985711 8412. 121513.
 50.11873 1.7 138.61234768066083 1.386930851166656 20266. 289748.
 79.432816 1.9 140.66685892745133 0.9075430453794352 48734. 683257.
 125.89252 2.1 135.40119633179285 0.5769155905175277 111800. 1587476.
