     11.39484978      -0.14276905       0.36931887      -0.41241404      -0.69617534      -0.74434257      -0.38610327       0.13729012       0.20655230      -0.02915581       0.04567537      -0.00692093      -0.03767449
     -0.14276898       1.02319515       0.43524668       0.30312628      -0.14787075      -0.24642043      -0.20535985      -0.07256409      -0.00926346       0.00330697       0.02620647      -0.01024093       0.01390408
      0.36931896       0.43524662      15.46953106       1.64674234      -0.95064992       0.32132891      -0.79610944      -0.33721444      -0.07783104      -0.01253749      -0.02094208      -0.02193695      -0.03782231
     -0.41241407       0.30312625       1.64674246       2.31530595      -0.43904740       0.40686026      -0.07535741       0.04933530      -0.00816519       0.02791882       0.02023666      -0.03238961      -0.01414204
     -0.69617534      -0.14787073      -0.95064986      -0.43904743       1.07802427       0.06327702       0.12837327       0.02139396      -0.03710413      -0.07056670      -0.01012632       0.02792436       0.00423260
     -0.74434263      -0.24642043       0.32132897       0.40686026       0.06327702       0.73563349       0.06498702       0.12089702       0.03026538       0.00404059      -0.03178079       0.00862062      -0.00904053
     -0.38610324      -0.20535985      -0.79610944      -0.07535741       0.12837325       0.06498701       0.24319570       0.04092419       0.04150647      -0.01462361      -0.00877595       0.02078957      -0.00539640
      0.13729011      -0.07256409      -0.33721441       0.04933530       0.02139395       0.12089702       0.04092419       0.07886431       0.02595226       0.00021155      -0.00677201       0.00251361      -0.00182180
      0.20655230      -0.00926346      -0.07783105      -0.00816519      -0.03710413       0.03026538       0.04150647       0.02595226       0.03591249      -0.00657504      -0.00107700       0.00801913      -0.00199447
     -0.02915580       0.00330697      -0.01253749       0.02791882      -0.07056669       0.00404059      -0.01462361       0.00021155      -0.00657504       0.01809685       0.00206046      -0.00526531      -0.00158472
      0.04567537       0.02620646      -0.02094208       0.02023666      -0.01012632      -0.03178079      -0.00877595      -0.00677201      -0.00107700       0.00206046       0.00518741      -0.00083840      -0.00045286
     -0.00692093      -0.01024093      -0.02193695      -0.03238961       0.02792436       0.00862062       0.02078957       0.00251361       0.00801913      -0.00526531      -0.00083840       0.00594518      -0.00071614
     -0.03767449       0.01390408      -0.03782231      -0.01414204       0.00423260      -0.00904053      -0.00539640      -0.00182180      -0.00199447      -0.00158472      -0.00045286      -0.00071614       0.00154008
