 11.39484978  -0.14276905   0.36931887  -0.41241404  -0.69617534  -0.74434257  -0.38610327   0.13729012   0.20655230  -0.02915581   0.04567537  -0.00692093  -0.03767449  -0.00369772   0.01221118  -0.00871304  -0.01885466  -0.00388873  -0.00543688  -0.00483830   0.00600501   0.00113546   0.00092366  -0.00164168  -0.00089794  -0.00075551  -0.00100768   0.00037042  -0.00068719   0.00003914  -0.00034105   0.00005049   0.00017954  -0.00024735   0.00027199  -0.00018287  -0.00015956   0.00053562  -0.00215382
 -0.14276898   1.02319515   0.43524668   0.30312628  -0.14787075  -0.24642043  -0.20535985  -0.07256409  -0.00926346   0.00330697   0.02620647  -0.01024093   0.01390408   0.00422265  -0.00516347   0.00176137  -0.00126683  -0.00092828  -0.00019161   0.00085546   0.00123025  -0.00008199  -0.00050150  -0.00008438   0.00007772  -0.00000765   0.00016535   0.00006966   0.00008636  -0.00001553   0.00009830   0.00002772  -0.00006063  -0.00002085   0.00009297  -0.00003120  -0.00001766   0.00002163  -0.00354917
  0.36931896   0.43524662  15.46953106   1.64674234  -0.95064992   0.32132891  -0.79610944  -0.33721444  -0.07783104  -0.01253749  -0.02094208  -0.02193695  -0.03782231  -0.01876711  -0.01131082  -0.03324221   0.00646930  -0.00849873   0.00446558   0.00765929   0.00222408   0.00194611   0.00154393   0.00196477  -0.00023030  -0.00025742  -0.00003885  -0.00096654  -0.00016362  -0.00013775  -0.00033015  -0.00028113   0.00012816   0.00039631   0.00031144  -0.00040245  -0.00028801   0.00022282  -0.02392230
 -0.41241407   0.30312625   1.64674246   2.31530595  -0.43904740   0.40686026  -0.07535741   0.04933530  -0.00816519   0.02791882   0.02023666  -0.03238961  -0.01414204  -0.00690544  -0.00014894  -0.00210433   0.00362429  -0.00014478   0.00125521  -0.00073403   0.00153582   0.00137326   0.00133861   0.00196695   0.00098109   0.00027666   0.00045581  -0.00006535   0.00003031   0.00004140  -0.00003891  -0.00000479  -0.00005411   0.00001276  -0.00006765  -0.00008327   0.00001668   0.00009081  -0.00233484
 -0.69617534  -0.14787073  -0.95064986  -0.43904743   1.07802427   0.06327702   0.12837327   0.02139396  -0.03710413  -0.07056670  -0.01012632   0.02792436   0.00423260   0.00740278   0.00127644   0.00110287  -0.00139153   0.00336889   0.00260291   0.00088529  -0.00067286  -0.00030019  -0.00042243  -0.00047817  -0.00067088   0.00008529   0.00009668  -0.00005869  -0.00009770  -0.00001540  -0.00000806   0.00003369  -0.00003084   0.00008933  -0.00004350  -0.00005080  -0.00001798  -0.00018241  -0.00225907
 -0.74434263  -0.24642043   0.32132897   0.40686026   0.06327702   0.73563349   0.06498702   0.12089702   0.03026538   0.00404059  -0.03178079   0.00862062  -0.00904053   0.00181136  -0.01048202   0.00043949   0.00222714   0.00105131  -0.00044355  -0.00053334  -0.00033251   0.00054381   0.00046954   0.00023762   0.00048601   0.00010138   0.00005554  -0.00007022  -0.00009814  -0.00010378  -0.00002104  -0.00001132  -0.00005525   0.00002006  -0.00010163  -0.00004239   0.00010293   0.00040885  -0.00365443
 -0.38610324  -0.20535985  -0.79610944  -0.07535741   0.12837325   0.06498701   0.24319570   0.04092419   0.04150647  -0.01462361  -0.00877595   0.02078957  -0.00539640  -0.00304909   0.00097521   0.00226364  -0.00047293   0.00082328   0.00011333  -0.00076899  -0.00082612   0.00032587   0.00048629   0.00011603  -0.00002650   0.00017967   0.00002717   0.00003819  -0.00001324   0.00002463  -0.00003564  -0.00000589   0.00000529   0.00000949  -0.00006217   0.00000744   0.00001654   0.00004554   0.00111422
  0.13729011  -0.07256409  -0.33721441   0.04933530   0.02139395   0.12089702   0.04092419   0.07886431   0.02595226   0.00021155  -0.00677201   0.00251361  -0.00182180   0.00015973  -0.00186802   0.00142911  -0.00025475   0.00018464  -0.00054107  -0.00081763  -0.00000994   0.00033362   0.00012914   0.00013117   0.00011858   0.00005076   0.00002512   0.00000136  -0.00005661  -0.00002856  -0.00003139  -0.00000493  -0.00000646  -0.00000442  -0.00003008  -0.00002469   0.00002512   0.00005011  -0.00005228
  0.20655230  -0.00926346  -0.07783105  -0.00816519  -0.03710413   0.03026538   0.04150647   0.02595226   0.03591249  -0.00657504  -0.00107700   0.00801913  -0.00199447  -0.00183274  -0.00126303   0.00091475  -0.00107314  -0.00013493  -0.00045322  -0.00045787   0.00019005   0.00033318   0.00021653  -0.00000710   0.00005104   0.00006133  -0.00002616   0.00001723  -0.00004502  -0.00001335  -0.00002179  -0.00000387   0.00000543  -0.00000011   0.00000098  -0.00000420   0.00000527   0.00002525  -0.00083247
 -0.02915580   0.00330697  -0.01253749   0.02791882  -0.07056669   0.00404059  -0.01462361   0.00021155  -0.00657504   0.01809685   0.00206046  -0.00526531  -0.00158472   0.00056519  -0.00022865  -0.00091055   0.00069063   0.00005108  -0.00009497  -0.00018206  -0.00011395  -0.00006294  -0.00000193   0.00006750   0.00008567  -0.00003575  -0.00000003   0.00000491   0.00001736   0.00000190   0.00000510  -0.00000301  -0.00000348  -0.00000733  -0.00000867   0.00000114   0.00000564   0.00003485   0.00102432
