           0           0      371402.
           0           1     -6402.68
           0           2      1140.38
           0           3      287.991
           0           4     -911.802
           0           5      4558.27
           0           6      3191.57
           0           7      1073.83
           0           8     -77.9059
           0           9      508.313
           0          10      197.758
           0          11     -284.978
           0          12      106.597
           0          13      15.1412
           1           0     -6402.68
           1           1      13291.6
           1           2     -213.678
           1           3     -534.978
           1           4      1808.34
           1           5      67.9883
           1           6     -42.2660
           1           7      245.016
           1           8     -80.6628
           1           9     -82.6221
           1          10      63.8150
           1          11     -29.2648
           1          12      7.02890
           1          13      20.1629
           2           0      1140.38
           2           1     -213.678
           2           2      1340.96
           2           3      616.695
           2           4      177.587
           2           5      156.432
           2           6     -84.0252
           2           7      23.2791
           2           8     -34.4831
           2           9      17.5059
           2          10      6.93400
           2          11      1.36452
           2          12     -2.30177
           2          13      1.18672
           3           0      287.991
           3           1     -534.978
           3           2      616.695
           3           3      1736.03
           3           4      346.657
           3           5     -274.371
           3           6      131.075
           3           7     -54.2848
           3           8     -57.6570
           3           9      7.97772
           3          10     -2.82240
           3          11     -11.9145
           3          12      5.93116
           3          13     0.689435
           4           0     -911.802
           4           1      1808.34
           4           2      177.587
           4           3      346.657
           4           4      1202.58
           4           5     -240.828
           4           6     -33.9990
           4           7     -27.5924
           4           8     -21.0509
           4           9     -30.9192
           4          10      9.55430
           4          11    -0.150024
           4          12      5.65280
           4          13      3.07192
           5           0      4558.27
           5           1      67.9883
           5           2      156.432
           5           3     -274.371
           5           4     -240.828
           5           5      314.577
           5           6      12.2299
           5           7      46.4110
           5           8      17.5220
           5           9      2.02572
           5          10      2.05034
           5          11    -0.527465
           5          12     -2.44525
           5          13     0.344949
           6           0      3191.57
           6           1     -42.2660
           6           2     -84.0252
           6           3      131.075
           6           4     -33.9990
           6           5      12.2299
           6           6      126.468
           6           7      14.3170
           6           8     -7.79354
           6           9      1.06379
           6          10     -1.54863
           6          11     -4.64502
           6          12      3.39500
           6          13     -1.29645
           7           0      1073.83
           7           1      245.016
           7           2      23.2791
           7           3     -54.2848
           7           4     -27.5924
           7           5      46.4110
           7           6      14.3170
           7           7      38.2883
           7           8  -0.00661812
           7           9      3.77874
           7          10     -1.40740
           7          11     -3.12446
           7          12    -0.362672
           7          13     0.221591
           8           0     -77.9059
           8           1     -80.6628
           8           2     -34.4831
           8           3     -57.6570
           8           4     -21.0509
           8           5      17.5220
           8           6     -7.79354
           8           7  -0.00661812
           8           8      9.63259
           8           9     -1.26639
           8          10     -2.03580
           8          11     0.664234
           8          12     0.170371
           8          13     0.149512
           9           0      508.313
           9           1     -82.6221
           9           2      17.5059
           9           3      7.97772
           9           4     -30.9192
           9           5      2.02572
           9           6      1.06379
           9           7      3.77874
           9           8     -1.26639
           9           9      7.44775
           9          10     0.968548
           9          11    -0.436717
           9          12    -0.143094
           9          13   -0.0981314
          10           0      197.758
          10           1      63.8150
          10           2      6.93400
          10           3     -2.82240
          10           4      9.55430
          10           5      2.05034
          10           6     -1.54863
          10           7     -1.40740
          10           8     -2.03580
          10           9     0.968548
          10          10      2.68402
          10          11    0.0365316
          10          12     0.169131
          10          13    0.0717426
          11           0     -284.978
          11           1     -29.2648
          11           2      1.36452
          11           3     -11.9145
          11           4    -0.150024
          11           5    -0.527465
          11           6     -4.64502
          11           7     -3.12446
          11           8     0.664234
          11           9    -0.436717
          11          10    0.0365316
          11          11     0.936488
          11          12   -0.0195665
          11          13   -0.0938904
          12           0      106.597
          12           1      7.02890
          12           2     -2.30177
          12           3      5.93116
          12           4      5.65280
          12           5     -2.44525
          12           6      3.39500
          12           7    -0.362672
          12           8     0.170371
          12           9    -0.143094
          12          10     0.169131
          12          11   -0.0195665
          12          12     0.795112
          12          13    0.0483934
          13           0      15.1412
          13           1      20.1629
          13           2      1.18672
          13           3     0.689435
          13           4      3.07192
          13           5     0.344949
          13           6     -1.29645
          13           7     0.221591
          13           8     0.149512
          13           9   -0.0981314
          13          10    0.0717426
          13          11   -0.0938904
          13          12    0.0483934
          13          13     0.166585
