   5669.87943631 100.0       0.00000000       0.00000000
   1738.19842974 100.0       0.00000000       0.01000000
   1738.19842974 100.0       0.00000000       0.02000000
   1738.19842974 100.0       0.00000000       0.03000000
   1738.19842974 100.0       0.00000000       0.04000000
   1738.19842974 100.0       0.00000000       0.05000000
   1738.19842974 100.0       0.00000000       0.06000000
   1738.19842974 100.0       0.00000000       0.07000000
   1738.19842974 100.0       0.00000000       0.08000000
   1738.19842974 100.0       0.00000000       0.09000000
   1738.19842974 100.0       0.00000000       0.09999999
   1738.19842974 100.0       0.00000000       0.11000000
   1738.19842974 100.0       0.00000000       0.12000000
   1738.19842974 100.0       0.00000000       0.13000000
   1738.19842974 100.0       0.00000000       0.14000000
   1738.19842974 100.0       0.00000000       0.14999999
   1738.19842974 100.0       0.00000000       0.16000000
   1738.19842974 100.0       0.00000000       0.17000000
   1738.19842974 100.0       0.00000000       0.17999999
   1738.19842974 100.0       0.00000000       0.19000000
   1738.19842974 100.0       0.00000000       0.19999999
   1738.19842974 100.0       0.00000000       0.20999999
   1738.19842974 100.0       0.00000000       0.22000000
   1738.19842974 100.0       0.00000000       0.22999999
   1738.19842974 100.0       0.00000000       0.23999999
   1738.19842974 100.0       0.00000000       0.25000000
   1738.19842974 100.0       0.00000000       0.25999999
   1738.19842974 100.0       0.00000000       0.26999998
   1738.19842974 100.0       0.00000000       0.28000000
   1738.19842974 100.0       0.00000000       0.28999999
   5669.87943631 100.0       0.05000000       0.00000000
   4732.31132534 100.0       0.05000000       0.01000000
   3927.41022758 100.0       0.05000000       0.02000000
   3238.78294442 100.0       0.05000000       0.03000000
   2651.95645102 100.0       0.05000000       0.04000000
   2154.15917486 100.0       0.05000000       0.05000000
   1734.12556808 100.0       0.05000000       0.06000000
   1381.92379061 100.0       0.05000000       0.07000000
   1088.80173293 100.0       0.05000000       0.08000000
    847.05128153 100.0       0.05000000       0.09000000
    649.88777878 100.0       0.05000000       0.09999999
    491.34382613 100.0       0.05000000       0.11000000
    366.17435289 100.0       0.05000000       0.12000000
    269.77233916 100.0       0.05000000       0.13000000
    198.09501127 100.0       0.05000000       0.14000000
